Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii_&_Globorotalia_tumida,Globorotalia_scitula,Globorotalia_truncatulinoides,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Turborotalita_quinqueloba,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Globigerinita_glutinata,unidentified original + excluídos,RES_Annual_0m,RES_Annual_50m,RES_Annual_75m,RES_Annual_100m,RES_Annual_0-75m,RES_Annual_0-100m,RES_Annual_0-200m,RES_jan-mar_0m,RES_jan-mar_50m,RES_jan-mar_75m,RES_jan-mar_100m,RES_jan-mar_0-75m,RES_jan-mar_0-100m,RES_jan-mar_0-200m,RES_jul-sep_0m,RES_jul-sep_50m,RES_jul-sep_75m,RES_jul-sep_100m,RES_jul-sep_0-75m,RES_jul-sep_0-100m,RES_jul-sep_0-200m
0,0,0,0,0,0.159,0.171,0.2,0.058,0,0.335,0,0,0.003,0.007,0,0,0,0.009,0,0,0,0,0,0,0.058,0,18.7722,16.329,15.0078,14.1175,16.1201,15.6323,14.9793,21.2582,16.7881,15.0987,14.2009,17.4082,16.6587,15.7684,16.4262,15.5401,14.7961,13.9852,14.7122,14.4643,14.0681
0,0,0,0.005,0.005,0.14,0.363,0.098,0.025,0,0.284,0,0,0.003,0.013,0,0,0,0.009,0,0,0,0,0,0,0.055,0,18.7722,16.329,15.0078,14.1175,16.1201,15.6323,14.9793,21.2582,16.7881,15.0987,14.2009,17.4082,16.6587,15.7684,16.4262,15.5401,14.7961,13.9852,14.7122,14.4643,14.0681
0.004008016,0,0.001002004,0,0.001002004,0.20741483,0.179358717,0.036072144,0,0,0.543086172,0,0,0,0,0,0.006012024,0,0.021042084,0,0.001002004,0,0,0,0,0,0,18.835,16.4271,15.0781,14.1675,16.4477,15.8965,15.1654,21.3238,16.8818,15.1539,14.2401,17.7122,16.8764,15.9012,16.4859,15.6327,14.8829,14.0518,15.0053,14.7243,14.2727
0,0.001998002,0.004995005,0,0.002997003,0.06993007,0.490509491,0.170829171,0.008991009,0,0.130869131,0,0,0,0.000999001,0.008991009,0,0,0.056943057,0,0.000999001,0,0,0,0,0.050949051,0,17.9867,16.3904,15.1581,14.2426,16.8971,16.2499,15.3534,20.2679,17.1014,15.1923,14.2273,18.1618,17.1638,15.9868,15.9215,15.4781,15.0048,14.249,15.5341,15.236,14.6487
0.001,0.006,0.001,0.007,0,0.059,0.418,0.119,0.002,0,0.167,0,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,0,0.018,0,17.6504,15.9997,14.8431,13.9783,15.9474,15.4018,14.6536,19.8915,16.6544,14.9018,13.9843,17.009,16.1755,15.2036,15.6369,15.1541,14.6789,13.9556,14.8031,14.5297,14.0186
0.001001001,0,0,0,0.006006006,0.163163163,0.393393393,0.067067067,0.015015015,0,0.235235235,0,0,0,0,0,0,0,0.089089089,0,0,0,0,0,0,0.03003003,0,17.4432,15.7665,14.6582,13.8244,15.1661,14.6983,14.0709,19.656,16.3878,14.7292,13.841,16.0833,15.3741,14.564,15.4668,14.962,14.4898,13.7875,14.1821,13.9362,13.4944
0.008,0,0,0.001,0.002,0.063,0.465,0.124,0.008,0,0.257,0,0,0,0.008,0,0.007,0,0.019,0,0.001,0,0,0,0,0.037,0,17.3364,15.647,14.5639,13.746,14.7522,14.3215,13.762,19.534,16.2503,14.6403,13.7676,15.5557,14.9125,14.2011,15.3802,14.864,14.3938,13.7022,13.8446,13.6074,13.2009
0.010989011,0.01998002,0,0,0.007992008,0.140859141,0.423576424,0.183816184,0.033966034,0,0.108891109,0.012987013,0,0,0.00999001,0,0.000999001,0,0.001998002,0.002997003,0.004995005,0.003996004,0.020979021,0,0,0.010989011,0,17.3327,15.9641,14.8268,13.9473,15.9655,15.4145,14.5949,19.4723,16.9403,14.9424,13.8811,17.1539,16.2504,15.1391,15.482,15.0786,14.7178,14.1219,14.9619,14.7168,14.1623
0,0.001998002,0,0,0.001998002,0.086913087,0.04995005,0.091908092,0.015984016,0,0.736263736,0,0,0,0.001998002,0,0,0,0,0,0.000999001,0,0,0,0,0.011988012,0,17.4445,16.1071,14.9605,14.0736,16.4971,15.8638,14.9412,19.5978,17.1445,15.0984,14.0032,18.1269,17.0292,15.6929,15.5764,15.1848,14.8271,14.2531,15.129,14.8925,14.3254
0,0,0.000205191,0,0.015697138,0.317738791,0.008925823,0.352005745,0.025854109,0,0.220991074,0,0,0,0.00995178,0,0.001949318,0,0.010464758,0,0.010156971,0.000205191,0.008002462,0,0,0.017851647,0,17.5554,16.2836,15.1368,14.2464,16.9247,16.3163,15.4,19.737,17.3976,15.2992,14.1825,18.7242,17.6231,16.2639,15.6581,15.2966,14.9713,14.4187,15.441,15.2498,14.7169
0.00999001,0.044955045,0,0.010989011,0.052947053,0.387612388,0.094905095,0.167832168,0.005994006,0,0.094905095,0.008991009,0,0,0.046953047,0,0.012987013,0,0.00999001,0.008991009,0.015984016,0,0.002997003,0,0,0.022977023,0,18.1787,17.2345,16.1013,15.2062,17.9875,17.5067,16.6948,20.4852,18.7351,16.3836,15.1641,20.0981,19.1249,17.7879,16.1531,15.927,15.7539,15.3326,16.2958,16.2347,15.8988
0.051051051,0.029029029,0.006006006,0.003003003,0.199199199,0.394394394,0.02002002,0.057057057,0.003003003,0,0.055055055,0.018018018,0.008008008,0,0.075075075,0.007007007,0.011011011,0,0.026026026,0.004004004,0.015015015,0,0,0,0.015015015,0.001001001,0.002002002,19.2991,18.4468,17.5032,16.692,18.8282,18.4316,17.7644,21.663,19.7373,17.5181,16.3951,20.5046,19.628,18.5073,17.2511,17.1063,17.0457,16.8775,17.3349,17.2982,17.0601
0.003996004,0.042957043,0.004995005,0.044955045,0.071928072,0.230769231,0.01998002,0.033966034,0.001998002,0,0.077922078,0.00999001,0.001998002,0,0.067932068,0.004995005,0.012987013,0.007992008,0.007992008,0.014985015,0.033966034,0.020979021,0,0.001998002,0.001998002,0.270729271,0.007992008,19.4475,18.5801,17.621,16.8018,18.8983,18.4923,17.8248,21.8097,19.8148,17.5963,16.497,20.4948,19.6191,18.5227,17.4064,17.2664,17.2024,17.0301,17.444,17.4036,17.1633
0.007007007,0.027027027,0.015015015,0.045045045,0.099099099,0.295295295,0.026026026,0.01001001,0,0.001001001,0.115115115,0.024024024,0.005005005,0,0.14014014,0.004004004,0.018018018,0.005005005,0.011011011,0.007007007,0.041041041,0.018018018,0,0,0.006006006,0.08008008,0,19.8412,18.9518,17.9608,17.1127,19.361,18.9617,18.2412,22.2037,20.0646,17.8769,16.8149,20.8249,19.9775,18.8676,17.8216,17.687,17.6159,17.4246,17.8795,17.8353,17.5167
0,0,0.000102997,0,0.011020702,0.34184777,0.008342775,0.253064167,0.041507879,0,0.246266351,0,0,0,0.017612524,0.000617983,0.00257493,0.013492636,0.001647956,0,0.004840869,0,0.012462664,0,0,0.044597796,0,17.6856,16.4429,15.3286,14.4526,17.4536,16.9458,16.1253,19.8438,17.6186,15.5586,14.4075,19.0276,18.0691,16.8197,15.7741,15.4099,15.0763,14.5634,16.0228,15.9421,15.562
0.000,0.061,0.074,0.000,0.077,0.113,0.010,0.006,0.000,0.000,0.023,0.013,0.045,0.158,0.232,0.019,0.058,0.000,0.026,0.000,0.055,0.010,0.000,0.000,0.000,0.019,0.000,14.6728,11.8683,10.8588,10.5648,11.2506,10.7762,10.253,18.8886,12.9572,10.971,10.4425,12.6111,11.5809,10.5595,11.1673,10.4915,10.2142,10.1573,9.53365,9.44146,9.29354
0.000,0.000,0.000,0.000,0.011,0.124,0.000,0.267,0.127,0.000,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.022,0.000,11.5164,8.64006,7.35222,6.62133,7.9876,7.26672,6.43405,15.6413,9.53755,7.39688,6.44136,10.4115,9.07358,7.68692,8.0574,7.40471,6.98232,6.52133,5.80144,5.60893,5.3008
0.000,0.000,0.000,0.000,0.144,0.411,0.003,0.000,0.013,0.000,0.385,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.030,0.000,10.3021,7.69195,6.39029,5.49984,7.39448,6.88794,6.30606,14.1608,8.56159,6.46353,5.42647,9.1606,8.13434,7.10825,7.0132,6.53855,6.06612,5.43307,5.64527,5.56197,5.36824
0.000,0.000,0.000,0.000,0.059,0.225,0.000,0.229,0.144,0.000,0.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.036,0.000,0.000,0.014,0.000,10.1414,7.68708,6.40331,5.57014,7.95469,7.18999,6.28307,14,8.68515,6.5354,5.49176,10.5588,9.1078,7.5884,6.85181,6.3728,5.99231,5.46459,5.56418,5.43042,5.12752
0.000,0.000,0.000,0.002,0.067,0.191,0.000,0.057,0.359,0.000,0.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.020,0.000,8.04088,6.80887,5.90932,5.34602,6.21349,5.86706,5.43637,10.9222,8.10842,6.31788,5.44837,7.87726,7.14523,6.31968,5.63064,5.37227,5.22769,5.02884,4.6669,4.61826,4.54209
0.000,0.032,0.294,0.000,0.064,0.024,0.030,0.000,0.000,0.000,0.009,0.002,0.121,0.179,0.065,0.027,0.056,0.000,0.065,0.000,0.011,0.020,0.000,0.000,0.000,0.000,0.002,22.0464,20.9941,20.0364,19.1375,22.501,22.0371,21.1924,24.8898,22.124,20.3671,19.135,24.5476,23.6075,22.2691,19.6835,19.8029,19.6031,19.127,20.6811,20.6017,20.2425
0.000,0.055,0.062,0.006,0.056,0.105,0.008,0.006,0.002,0.001,0.014,0.016,0.036,0.115,0.277,0.031,0.089,0.003,0.018,0.000,0.041,0.004,0.000,0.000,0.000,0.057,0.000,21.0164,20.2439,19.4521,18.6332,21.5841,21.2579,20.6048,24.027,21.8549,20.1404,18.8933,23.9206,23.1883,21.9955,18.5159,18.7027,18.6515,18.3358,19.8021,19.7318,19.4932
0.000,0.035,0.116,0.000,0.056,0.063,0.017,0.007,0.000,0.001,0.022,0.005,0.055,0.233,0.230,0.021,0.080,0.000,0.016,0.000,0.009,0.000,0.000,0.000,0.000,0.030,0.003,20.9773,20.2478,19.5007,18.6899,21.7297,21.3857,20.6697,24.1032,21.8813,20.2146,18.9967,24.0631,23.268,21.9987,18.32,18.6509,18.6631,18.3495,19.7277,19.6972,19.4375
0.000,0.030,0.128,0.001,0.053,0.094,0.038,0.006,0.002,0.001,0.030,0.014,0.071,0.086,0.256,0.014,0.119,0.000,0.015,0.000,0.008,0.013,0.000,0.000,0.000,0.020,0.001,20.1303,19.4655,18.9307,18.2004,20.8113,20.5963,20.0808,23.5267,21.3415,19.8297,18.6781,23.2669,22.5233,21.4247,17.1703,17.6059,17.8159,17.6145,18.4274,18.6135,18.6115
0.000,0.052,0.084,0.005,0.058,0.142,0.027,0.006,0.004,0.001,0.048,0.026,0.035,0.088,0.214,0.023,0.112,0.001,0.010,0.000,0.030,0.005,0.000,0.001,0.000,0.026,0.003,20.1292,19.4397,18.8378,18.095,21.1509,20.8697,20.2947,23.3824,21.3173,19.7506,18.5562,23.5185,22.8489,21.7636,17.3619,17.6456,17.7596,17.5444,19.1462,19.1236,18.9587
0.000,0.065,0.074,0.000,0.103,0.228,0.060,0.000,0.000,0.000,0.015,0.032,0.014,0.056,0.175,0.018,0.118,0.000,0.009,0.000,0.027,0.000,0.000,0.000,0.000,0.006,0.000,18.8333,17.8864,17.4101,16.7869,20.2022,20.0693,19.6672,22.4963,19.8815,18.3745,17.3362,23.0319,22.4693,21.501,15.6402,15.8827,16.1346,16.0189,17.3356,17.4859,17.6376
0.000,0.045,0.029,0.043,0.039,0.123,0.005,0.027,0.008,0.002,0.055,0.062,0.017,0.134,0.139,0.025,0.061,0.009,0.017,0.001,0.039,0.023,0.001,0.003,0.000,0.094,0.001,20.0955,19.3961,18.7774,18.0327,21.0906,20.7919,20.2146,23.3077,21.2768,19.6967,18.4905,23.3698,22.7414,21.6876,17.3851,17.6199,17.7075,17.4902,19.2855,19.1857,18.9727
0.000,0.048,0.055,0.000,0.069,0.697,0.000,0.014,0.000,0.000,0.021,0.014,0.007,0.000,0.021,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000,19.9021,19.1612,18.4854,17.7344,20.1681,19.8615,19.3262,22.9597,21.0375,19.4164,18.169,22.1853,21.5749,20.6075,17.4009,17.4617,17.4575,17.2348,18.7258,18.5812,18.3498
0.000,0.000,0.000,0.000,0.052,0.711,0.000,0.024,0.089,0.000,0.089,0.000,0.000,0.000,0.007,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.005,0.000,0.000,0.019,0.000,16.3366,14.1659,13.3736,13.0725,14.4023,13.9463,13.4141,20.5012,15.6587,13.8188,13.249,17.0056,15.9918,14.9796,12.7754,12.4448,12.3874,12.4053,11.6426,11.5625,11.4299
0.000,0.000,0.000,0.000,0.103,0.574,0.000,0.034,0.020,0.000,0.245,0.002,0.000,0.000,0.002,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000,14.1567,11.1274,10.0624,9.77017,9.6553,9.10692,8.53513,18.4461,12.1093,10.1055,9.59206,11.2327,10.0814,8.96093,10.6103,9.84443,9.51429,9.43774,8.07582,7.94815,7.77827
0.000,0.000,0.000,0.000,0.060,0.248,0.015,0.069,0.108,0.000,0.470,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.012,0.000,13.3329,10.1833,9.04161,8.64727,8.34954,7.74264,7.07557,17.6248,11.0658,9.03165,8.41588,10.2156,9.00215,7.74184,9.80083,8.99164,8.60533,8.42489,6.7871,6.62538,6.40191
0.000,0.000,0.000,0.000,0.057,0.210,0.000,0.193,0.110,0.000,0.363,0.000,0.002,0.000,0.000,0.002,0.006,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.016,0.000,13.5588,10.7441,9.62833,9.16803,9.21282,8.55863,7.8577,17.6639,11.7075,9.64524,8.93411,10.9675,9.7044,8.4263,10.1691,9.46425,9.12071,8.91197,7.60002,7.40175,7.17451
0.000,0.000,0.000,0.000,0.118,0.538,0.000,0.029,0.131,0.000,0.161,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.002,0.000,0.007,0.000,0.000,0.009,0.000,9.07255,7.25565,6.1217,5.41691,7.57057,6.91946,6.13613,12.4958,8.43105,6.35823,5.39826,9.9682,8.66584,7.28927,6.17128,5.82052,5.57851,5.22674,5.0623,4.94109,4.71377
0.000,0.000,0.000,0.000,0.048,0.191,0.000,0.126,0.122,0.000,0.451,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.002,0.000,0.023,0.000,0.000,0.028,0.005,9.02422,7.13408,6.04207,5.37007,6.85856,6.36581,5.77581,12.4725,8.24756,6.23482,5.34023,8.97946,7.91446,6.80909,6.13373,5.81081,5.56778,5.21487,4.85916,4.78261,4.63899
0.000,0.000,0.000,0.000,0.071,0.322,0.008,0.089,0.026,0.000,0.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.019,0.007,9.46483,7.32465,6.14332,5.38958,7.18187,6.59697,5.91059,13.0951,8.37852,6.30308,5.33991,9.41069,8.23383,7.02297,6.3936,6.01212,5.7046,5.26271,5.01718,4.9233,4.73935
0,0.03,0,0,0.021,0.081,0,0.023,0,0,0.148,0.115,0,0.015,0.164,0.004,0.069,0.012,0.126,0,0.082,0.011,0.012,0.017,0,0.041,0.029,18.5096,16.8191,15.9441,15.4275,17.2113,16.8126,16.3115,16.0066,15.8346,15.7471,15.557,15.9215,15.8858,15.723,21.1895,17.2375,15.8351,15.2338,18.0006,17.2836,16.5542
0,0,0,0,0.017982018,0.115884116,0,0.488511489,0.047952048,0,0.143856144,0,0,0,0.103896104,0,0,0,0.010989011,0.002997003,0,0,0.016983017,0.016983017,0,0.033966034,0,15.0037,12.7448,12.1828,11.9718,14.0271,13.5171,13.0479,11.607,11.7857,11.8882,11.9301,12.3564,12.3357,12.288,19.0771,13.3854,12.2508,11.9315,15.7363,14.6631,13.7754
0,0,0,0.00999001,0.00999001,0.106893107,0,0.506493506,0.035964036,0,0.164835165,0,0,0,0.077922078,0,0,0,0.002997003,0,0,0,0.022977023,0.025974026,0,0.035964036,0,15.251,12.8452,12.2855,12.0712,13.9008,13.4204,12.9856,11.6732,11.9197,12.0333,12.0577,12.1767,12.175,12.1585,19.5001,13.4282,12.325,12.0146,15.5178,14.4944,13.6563
0,0.008991009,0,0.008991009,0.002997003,0.10989011,0,0.462537463,0.011988012,0,0.10989011,0,0,0,0.118881119,0,0,0,0.064935065,0.002997003,0,0,0.002997003,0.017982018,0,0.076923077,0,14.5184,12.6105,12.0424,11.8312,13.831,13.36,12.8842,11.5234,11.5336,11.6075,11.6783,12.1318,12.0851,12.0168,18.2326,13.41,12.1939,11.8397,15.8788,14.8418,13.879
0,0,0,0.039078156,0.02004008,0,0,0.477955912,0,0,0.250501002,0,0,0,0.042084168,0,0,0,0.069138277,0.002004008,0.01503006,0,0.039078156,0,0,0.022044088,0.023046092,14.3443,12.4785,11.9569,11.7708,13.2913,12.8867,12.5547,11.3022,11.3725,11.4994,11.6025,11.612,11.607,11.6016,18.0572,13.3017,12.141,11.7958,15.1826,14.2747,13.5528
0,0.003095975,0,0.030959752,0.003095975,0.095975232,0,0.470588235,0.003095975,0,0.241486068,0,0,0,0.030959752,0,0,0,0.018575851,0,0.003095975,0,0.030959752,0.037151703,0,0.030959752,0,14.4933,12.5283,12.0097,11.8221,13.5146,13.054,12.6388,11.3089,11.449,11.6005,11.6978,11.8505,11.8333,11.8131,18.3193,13.3134,12.1666,11.8289,15.4255,14.4173,13.5503
0,0.002997003,0,0.031968032,0.031968032,0.002997003,0,0.485514486,0.002997003,0,0.248751249,0.002997003,0,0,0,0,0,0,0,0.018981019,0.03996004,0,0.031968032,0,0,0.098901099,0,14.4933,12.5283,12.0097,11.8221,13.5146,13.054,12.6388,11.3089,11.449,11.6005,11.6978,11.8505,11.8333,11.8131,18.3193,13.3134,12.1666,11.8289,15.4255,14.4173,13.5503
0,0,0,0.01,0,0.171,0,0.573,0.003,0,0.161,0,0,0,0.006,0,0,0,0.025,0,0,0,0,0.016,0,0.035,0,14.5752,12.6026,12.0478,11.843,13.9126,13.4149,12.9293,11.4815,11.5418,11.6376,11.7128,12.2767,12.2225,12.1427,18.3626,13.379,12.1923,11.8464,15.9299,14.8544,13.8901
0,0.008991009,0,0,0.008991009,0.165834166,0,0.486513487,0.008991009,0,0.15984016,0,0,0,0.034965035,0,0,0,0.075924076,0,0.008991009,0,0,0.014985015,0,0.025974026,0,14.5296,12.5519,12.0229,11.8305,13.6024,13.1322,12.7027,11.3618,11.4822,11.6172,11.7074,11.944,11.9217,11.8904,18.3531,13.3295,12.1743,11.8353,15.5314,14.5057,13.6198
0,0,0,0.009,0.003,0.15,0,0.539,0.018,0,0.174,0,0,0,0.012,0,0,0,0.031,0.003,0.006,0,0.003,0.003,0,0.049,0,14.1526,12.4272,11.8871,11.6987,13.1599,12.8195,12.4716,11.3194,11.3048,11.3856,11.4798,11.5545,11.5343,11.5178,17.7113,13.277,12.0794,11.7329,15.0403,14.2331,13.4557
0,0,0,0.011,0.008,0.185,0,0.296,0.031,0,0.327,0,0,0,0.031,0,0,0,0.019,0,0.019,0,0.038,0,0,0.035,0,15.5307,12.9858,12.4021,12.1746,13.8891,13.4154,12.9831,11.8744,12.0936,12.1732,12.1744,12.2531,12.2428,12.2169,19.8926,13.5271,12.426,12.1109,15.4021,14.4051,13.5877
0,0,0,0.015,0.006,0.113,0,0.52,0.009,0,0.168,0,0,0,0.08,0,0,0,0.05,0,0.003,0,0.006,0.009,0,0.018,0.003,14.4109,12.5233,11.9862,11.7919,13.4796,13.0483,12.6316,11.3786,11.4302,11.5388,11.6306,11.8032,11.7785,11.7481,18.1301,13.3352,12.1583,11.8109,15.4404,14.4812,13.6031
0,0,0.012,0.006,0.012,0.049,0,0.457,0.139,0,0.133,0,0,0,0.052,0,0,0,0.028,0,0.01,0,0.037,0.003,0,0.062,0,14.9307,12.817,12.2026,11.9655,14.1171,13.6044,13.1101,11.8071,11.82,11.855,11.8842,12.5342,12.4987,12.4208,18.8041,13.5266,12.2874,11.9361,15.9548,14.8474,13.898
0,0,0,0,0.009,0.114,0,0.578,0.022,0,0.145,0,0,0,0.049,0,0,0,0.046,0.006,0.006,0,0.003,0,0,0.022,0,14.9865,12.8581,12.2336,11.9904,14.077,13.5799,13.1004,11.8668,11.8683,11.8933,11.9153,12.538,12.5041,12.4299,18.8654,13.5597,12.3097,11.956,15.8357,14.7526,13.8297
0,0,0,0.009,0.015,0.068,0,0.511,0.05,0,0.155,0,0,0,0.062,0,0,0,0.031,0,0.015,0,0.003,0.006,0,0.074,0.001,14.6783,13.0636,12.3677,12.0706,13.9756,13.5376,13.0629,12.0371,11.9359,11.9183,11.9211,12.144,12.1182,12.0791,18.0478,13.8992,12.4533,12.0242,15.9704,14.9229,13.9431
0,0,0,0.052527255,0.013875124,0,0.006937562,0.126858276,0,0,0.374628345,0,0,0.006937562,0.25074331,0,0.052527255,0,0.030723489,0,0.016848365,0,0,0,0,0.023785927,0.043607532,18.6881,16.9549,16.0812,15.5612,17.7706,17.3109,16.7343,16.1741,15.9918,15.8978,15.6981,16.2684,16.223,16.0261,21.3892,17.3473,15.9687,15.369,18.8778,18.0261,17.1505
0.000999001,0.002997003,0.007992008,0.002997003,0,0.210789211,0.121878122,0.194805195,0.004995005,0,0.35964036,0,0,0.024975025,0.017982018,0.000999001,0.01998002,0,0.000999001,0,0.00999001,0,0.004995005,0,0,0.012987013,0,21.7711,19.1127,17.6702,16.74,18.1896,17.5219,16.69,19.6285,18.5527,17.6185,16.7865,17.2822,16.879,16.2699,24.0119,19.5179,17.7561,16.7737,19.7855,18.7863,17.6474
0.002952756,0.012795276,0.000984252,0.018700787,0.052165354,0.011811024,0.003937008,0,0,0,0.195866142,0.041338583,0.002952756,0.001968504,0.30019685,0.00492126,0.038385827,0.062007874,0.008858268,0.006889764,0.019685039,0.026574803,0,0.023622047,0,0.145669291,0.017716536,21.8467,20.7429,19.7825,19.0517,21.083,20.6831,20.077,19.5814,19.4479,19.3911,19.2499,19.4082,19.3823,19.2031,24.3688,21.576,19.8326,18.91,22.4969,21.6651,20.6815
0.003988036,0.017946162,0.000997009,0.036889332,0.071784646,0.139581256,0.041874377,0.035892323,0.001994018,0.000997009,0.212362911,0.030907278,0.002991027,0.002991027,0.156530409,0.019940179,0.040877368,0.006979063,0.007976072,0.003988036,0.016949153,0.058823529,0.010967099,0.003988036,0,0.06779661,0.003988036,19.3337,18.1872,17.1292,16.4587,18.7984,18.3518,17.706,16.9723,16.8071,16.7374,16.5646,16.9938,16.9539,16.7539,21.9384,19.1557,17.1971,16.368,20.4739,19.5754,18.5064
0,0,0.015984016,0.007992008,0.015984016,0,0.010989011,0.343656344,0,0,0.317682318,0,0,0.007992008,0.168831169,0,0.030969031,0,0.007992008,0.002997003,0,0,0.022977023,0,0,0.045954046,0,20.4036,19.477,18.6563,17.9543,19.5192,19.1567,18.5637,18.6717,18.4303,18.3514,18.0428,18.3161,18.1953,17.8944,22.0078,20.1612,18.7765,17.9457,20.2732,19.6918,18.8592
0.00501002,0.004008016,0,0.002004008,0.052104208,0.080160321,0.065130261,0.093186373,0,0.001002004,0.258517034,0,0,0.001002004,0.220440882,0.017034068,0.087174349,0.019038076,0,0.002004008,0.008016032,0,0.001002004,0,0,0.072144289,0.011022044,20.4258,19.5051,18.664,17.9576,19.7793,19.4082,18.802,18.6673,18.434,18.355,18.0543,18.5359,18.4363,18.1434,22.0675,20.2098,18.7822,17.9441,20.6651,20.0679,19.2174
0.006993007,0.001998002,0.006993007,0.014985015,0.031968032,0.255744256,0.002997003,0.123876124,0,0.000999001,0.210789211,0,0,0.017982018,0.118881119,0.021978022,0.093906094,0.005994006,0,0.002997003,0.010989011,0,0.006993007,0.000999001,0,0.051948052,0.00999001,21.4421,20.1666,19.1095,18.2841,20.7122,20.284,19.6072,19.7129,19.2962,18.9895,18.4261,19.3343,19.2038,18.8474,23.0284,20.6704,19.1144,18.2056,21.708,21.0544,20.1421
0,0.003984064,0,0,0.006972112,0.13247012,0.158366534,0.246015936,0,0,0.358565737,0.003984064,0.003984064,0.006972112,0.028884462,0,0.014940239,0,0.003984064,0,0.019920319,0,0,0,0,0.006972112,0.003984064,21.063,19.6589,18.6739,17.8788,19.0752,18.7906,18.3047,19.3178,18.8112,18.4878,17.9283,17.9571,17.8192,17.5146,22.723,20.2315,18.7834,17.8893,20.0517,19.6589,19.036
0.003,0,0.011,0.005,0.002,0.146,0.34,0.208,0.005,0.001,0.184,0,0,0.003,0.023,0.001,0.009,0,0.004,0,0.01,0.003,0,0,0,0.012,0.03,21.7371,19.5641,18.2255,17.3056,19.3856,18.8132,18.0132,19.767,18.9502,18.1999,17.4045,18.4566,18.1784,17.6405,23.7071,19.9097,18.2356,17.2804,20.4121,19.5717,18.5439
0.005988024,0,0.028942116,0.001996008,0.00499002,0.25249501,0.194610778,0.245508982,0.00499002,0,0.121756487,0,0,0.00998004,0.050898204,0.003992016,0.026946108,0.000998004,0.002994012,0,0.011976048,0.005988024,0.000998004,0.000998004,0,0.017964072,0.00499002,22.7605,19.6978,17.8798,16.7405,20.2508,19.2797,18.0798,20.5697,19.343,17.9777,16.8498,19.5143,18.8809,17.8712,24.8743,19.7416,17.7932,16.7046,20.6757,19.4457,18.1338
0.00998004,0.000998004,0.075848303,0.005988024,0.003992016,0.137724551,0.149700599,0.085828343,0.002994012,0.000998004,0.089820359,0.000998004,0,0.043912176,0.193612774,0.015968064,0.05988024,0,0.003992016,0.002994012,0.01996008,0.005988024,0.000998004,0.003992016,0,0.083832335,0,23.9834,19.402,16.9891,15.675,21.118,19.7107,18.0701,21.5409,19.2856,17.0611,15.705,20.0618,18.9924,17.5805,26.1796,19.3723,16.9363,15.6808,21.7007,20.0876,18.3537
0.015,0,0.076,0.008,0,0.151,0.076,0.023,0,0,0.219,0,0,0.083,0.136,0,0.061,0.008,0.053,0.015,0.038,0,0.008,0,0,0.03,0,24.0594,18.4133,16.1317,15.0265,20.1638,18.9087,17.5374,21.0273,17.7773,15.9001,14.9034,17.4621,16.7782,15.948,26.8619,19.1366,16.4127,15.1563,23.1333,21.1871,19.1319
0.028942116,0.003992016,0.131736527,0.002994012,0,0.174650699,0.102794411,0.073852295,0,0.007984032,0.128742515,0.000998004,0,0.093812375,0.082834331,0.010978044,0.066866267,0,0.021956088,0,0.022954092,0,0,0.003992016,0,0.037924152,0.001996008,23.8752,18.4917,16.2395,15.1208,20.2589,18.9115,17.4595,20.9228,17.9776,16.0714,15.0316,18.1707,17.3008,16.2771,26.6451,19.0679,16.4645,15.2335,22.4865,20.6356,18.6924
