Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii_&_Globorotalia_tumida,Globorotalia_scitula,Globorotalia_truncatulinoides,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Turborotalita_quinqueloba,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Globigerinita_glutinata,unidentified original + excluídos,RES_Annual_0m,RES_Annual_50m,RES_Annual_75m,RES_Annual_100m,RES_Annual_0-75m,RES_Annual_0-100m,RES_Annual_0-200m,RES_jan-mar_0m,RES_jan-mar_50m,RES_jan-mar_75m,RES_jan-mar_100m,RES_jan-mar_0-75m,RES_jan-mar_0-100m,RES_jan-mar_0-200m,RES_jul-sep_0m,RES_jul-sep_50m,RES_jul-sep_75m,RES_jul-sep_100m,RES_jul-sep_0-75m,RES_jul-sep_0-100m,RES_jul-sep_0-200m
0.011730205,0,0.087976539,0.005865103,0.008797654,0.002932551,0.061583578,0.002932551,0,0.017595308,0.005865103,0.014662757,0.002932551,0.073313783,0.337243402,0.126099707,0.076246334,0.005865103,0.020527859,0.002932551,0.032258065,0.023460411,0.002932551,0.026392962,0,0.046920821,0.002932551,26.888,25.482,24.646,23.6547,26.3067,25.8381,24.9344,24.6656,24.3449,24.102,23.5048,25.436,25.2647,24.7416,29.1655,26.3098,24.9676,23.7586,27.28,26.5462,25.3172
0.005319149,0,0.069148936,0.005319149,0.039893617,0.015957447,0.079787234,0,0,0.039893617,0.007978723,0.005319149,0.002659574,0.109042553,0.279255319,0.085106383,0.061170213,0.005319149,0.031914894,0,0.071808511,0.02393617,0,0.007978723,0,0.029255319,0.02393617,26.4418,24.9028,24.0389,22.9925,25.3308,24.6654,23.4742,23.6132,23.5265,23.3686,22.7684,23.6175,23.313,22.5435,29.2943,25.7969,24.3657,23.0797,26.8432,25.7472,24.1315
0.002680965,0,0.091152815,0,0,0,0.026809651,0,0,0.002680965,0,0,0.002680965,0.152815013,0.305630027,0.061662198,0.158176944,0.00536193,0.021447721,0.00536193,0.021447721,0.016085791,0,0.032171582,0,0.08847185,0.00536193,27.8429,27.3197,26.622,25.5932,27.6717,27.5013,26.8766,26.6805,26.4902,26.2381,25.5588,26.7478,26.6787,26.2231,28.6299,27.852,26.8936,25.6878,28.1696,27.9919,27.3546
0,0,0.108504399,0.005865103,0,0,0.04398827,0,0,0,0,0,0.002932551,0.114369501,0.278592375,0.032258065,0.170087977,0.020527859,0.005865103,0,0.049853372,0.005865103,0,0.029325513,0,0.11143695,0.020527859,27.8429,27.3197,26.622,25.5932,27.6717,27.5013,26.8766,26.6805,26.4902,26.2381,25.5588,26.7478,26.6787,26.2231,28.6299,27.852,26.8936,25.6878,28.1696,27.9919,27.3546
0,0,0.096103896,0.005194805,0.002597403,0,0.031168831,0,0,0.007792208,0,0,0.002597403,0.153246753,0.290909091,0.07012987,0.14025974,0.005194805,0.020779221,0,0.025974026,0.012987013,0,0.025974026,0,0.093506494,0.015584416,27.8427,27.3196,26.622,25.5933,27.6717,27.5013,26.8766,26.6803,26.49,26.238,25.5588,26.7478,26.6787,26.2231,28.6298,27.8518,26.8934,25.6876,28.1696,27.9919,27.3546
0.00955414,0.003184713,0.00955414,0.003184713,0.041401274,0.022292994,0.041401274,0.003184713,0,0,0.003184713,0.006369427,0.038216561,0.025477707,0.455414013,0.012738854,0.057324841,0,0.006369427,0.003184713,0.085987261,0,0,0.01910828,0,0.149681529,0.003184713,27.8334,25.7524,24.2493,22.7474,26.8256,26.0722,24.6162,26.9754,25.4258,24.4182,23.0493,26.7319,26.2542,24.9893,28.1698,25.7511,23.9272,22.3285,26.4246,25.4112,23.7837
0,0,0.043147208,0,0.002538071,0,0.002538071,0.005076142,0,0.015228426,0.005076142,0,0.005076142,0.098984772,0.474619289,0.032994924,0.225888325,0,0.005076142,0.002538071,0.032994924,0.010152284,0,0,0.002538071,0.035532995,0,27.5394,26.8667,25.6543,23.4021,27.2066,26.9147,25.3874,26.9897,26.7949,25.7344,23.491,26.9891,26.9046,25.705,27.9122,26.8592,25.587,23.3542,27.3564,26.9146,25.2718
0,0,0.129973475,0.00265252,0,0,0.015915119,0,0,0.026525199,0,0.00530504,0.00530504,0.021220159,0.442970822,0.050397878,0.140583554,0.00265252,0.015915119,0,0.053050398,0.013262599,0,0.00795756,0.00265252,0.047745358,0.015915119,27.552,27.0424,26.1638,24.2151,27.1119,26.7899,25.3114,27.2996,27.0657,26.294,24.1472,27.1324,26.7355,25.1326,27.5932,26.9089,26.1084,24.499,26.8686,26.6522,25.407
0,0,0.10755814,0,0,0,0.034883721,0,0,0.049418605,0,0,0.014534884,0.026162791,0.375,0.061046512,0.186046512,0,0.00872093,0,0.049418605,0.00872093,0,0,0,0.055232558,0.023255814,27.516,27.0915,26.2243,24.1392,27.1701,26.8417,25.2965,27.4208,27.1966,26.4485,23.901,27.3589,27.0206,25.2863,27.3832,26.9101,26.2583,24.8329,26.7721,26.541,25.2929
0,0,0.10755814,0,0,0,0.034883721,0,0,0.049418605,0,0,0.014534884,0.043604651,0.35755814,0.078488372,0.174418605,0,0.00872093,0,0.049418605,0.011627907,0,0,0.002906977,0.055232558,0.011627907,27.516,27.0915,26.2243,24.1392,27.1701,26.8417,25.2965,27.4208,27.1966,26.4485,23.901,27.3589,27.0206,25.2863,27.3832,26.9101,26.2583,24.8329,26.7721,26.541,25.2929
0.002994012,0,0.308383233,0,0,0,0.053892216,0,0,0.068862275,0,0,0.017964072,0.002994012,0.167664671,0.089820359,0.194610778,0,0.005988024,0.008982036,0.02994012,0.002994012,0,0,0.011976048,0.017964072,0.01497006,27.5,27.0857,26.0088,23.4776,27.2279,26.7865,25.0792,27.3552,27.1639,26.2658,23.1942,27.1489,26.6967,24.8229,27.4097,27.0026,26.2811,24.6069,27.1974,26.9404,25.5577
0.003012048,0,0.280120482,0,0,0,0.055220884,0.003012048,0,0.072289157,0,0,0.016064257,0.003012048,0.182730924,0.098393574,0.202811245,0,0.007028112,0.010040161,0.03313253,0.003012048,0,0,0.010040161,0.020080321,0,27.5,27.0857,26.0088,23.4776,27.2279,26.7865,25.0792,27.3552,27.1639,26.2658,23.1942,27.1489,26.6967,24.8229,27.4097,27.0026,26.2811,24.6069,27.1974,26.9404,25.5577
0.001908397,0,0.13740458,0,0,0,0.02480916,0,0,0.032442748,0,0.013358779,0,0.005725191,0.335877863,0.127862595,0.145038168,0,0.009541985,0.007633588,0.080152672,0.011450382,0,0.007633588,0.007633588,0.04389313,0.007633588,27.5,27.0857,26.0088,23.4776,27.2279,26.7865,25.0792,27.3552,27.1639,26.2658,23.1942,27.1489,26.6967,24.8229,27.4097,27.0026,26.2811,24.6069,27.1974,26.9404,25.5577
0,0,0.057565789,0,0,0,0.029605263,0,0,0.008223684,0,0.003289474,0.003289474,0.046052632,0.444078947,0.047697368,0.111842105,0.004934211,0.003289474,0.001644737,0.052631579,0.006578947,0,0.034539474,0,0.125,0.019736842,27.4112,27.0668,26.0318,23.5395,27.0851,26.7002,25.1278,27.5813,27.3301,26.2379,22.8175,27.6097,27.1196,25.2267,26.9436,26.7434,26.2794,24.8511,26.3372,26.1939,25.1356
0,0,0.058,0,0,0,0.033,0,0,0.003,0,0.005,0.002,0.021,0.467,0.046,0.11,0.002,0.003,0.002,0.053,0,0,0.038,0,0.128,0.029,27.4112,27.0668,26.0318,23.5395,27.0851,26.7002,25.1278,27.5813,27.3301,26.2379,22.8175,27.6097,27.1196,25.2267,26.9436,26.7434,26.2794,24.8511,26.3372,26.1939,25.1356
0.00304878,0,0.18902439,0,0,0,0.033536585,0.00304878,0,0.091463415,0,0,0.012195122,0,0.268292683,0.082317073,0.179878049,0,0,0.00304878,0.027439024,0.006097561,0,0,0.006097561,0.085365854,0.009146341,27.3791,26.9875,25.4853,22.1233,26.9456,26.3317,24.228,27.5205,27.1978,25.5326,21.1462,27.1614,26.4283,24.0753,26.9277,26.7439,26.1344,23.6868,26.6346,26.4024,24.7093
0,0,0.168,0,0,0.003,0.035,0.006,0,0.086,0,0,0.01,0,0.283,0.083,0.184,0,0,0.003,0.032,0.003,0,0,0.006,0.089,0.009,27.3791,26.9875,25.4853,22.1233,26.9456,26.3317,24.228,27.5205,27.1978,25.5326,21.1462,27.1614,26.4283,24.0753,26.9277,26.7439,26.1344,23.6868,26.6346,26.4024,24.7093
0,0,0.139726027,0.002739726,0,0,0.016438356,0,0.002739726,0.032876712,0,0.005479452,0.002739726,0.02739726,0.323287671,0.147945205,0.180821918,0,0.002739726,0,0.032876712,0.008219178,0,0,0.002739726,0.060273973,0.010958904,27.3162,26.9361,25.427,21.9776,27.0012,26.3877,24.2382,27.6325,27.2277,25.438,21.1404,27.3493,26.6472,24.2985,26.7094,26.5535,25.993,23.2395,26.5643,26.2836,24.4847
0,0,0.11,0.002,0,0,0.015,0,0,0.022,0,0.002,0.002,0.019,0.467,0.105,0.157,0,0.002,0,0.028,0.004,0,0,0.002,0.049,0.014,27.3162,26.9361,25.427,21.9776,27.0012,26.3877,24.2382,27.6325,27.2277,25.438,21.1404,27.3493,26.6472,24.2985,26.7094,26.5535,25.993,23.2395,26.5643,26.2836,24.4847
0.003,0,0.113,0,0.03,0.006,0.003,0,0,0,0,0,0.068,0.077,0.503,0.03,0.033,0.003,0.015,0.009,0.027,0.012,0,0,0,0.036,0.032,26.3818,25.8175,24.8701,23.9603,26.1795,25.8208,25.0479,27.7989,26.6829,24.9692,23.8299,27.3301,26.6608,25.6252,24.8733,24.7408,24.6071,24.1929,24.8136,24.7793,24.3427
0.00295858,0,0.112426036,0,0.029585799,0.00591716,0.00295858,0,0,0,0,0,0.068047337,0.112426036,0.464497041,0.035502959,0.029585799,0.00295858,0.017751479,0.00887574,0.023668639,0.014792899,0,0,0,0.032544379,0.035502958,26.3854,25.822,24.8751,23.9647,26.1972,25.8372,25.0592,27.8002,26.6865,24.9737,23.8341,27.3452,26.673,25.6271,24.8784,24.7459,24.6123,24.1973,24.8385,24.8037,24.3645
0.003,0.006,0.078,0,0.031,0.003,0.003,0,0,0,0,0,0.03,0.006,0.702,0.008,0.022,0,0.003,0.014,0.025,0.022,0,0,0,0.03,0.014,25.6473,24.974,24.0121,23.2262,25.3764,25.0151,24.2727,27.5116,26.0138,24.1808,23.1745,26.6621,25.9422,24.8577,23.9038,23.7917,23.7081,23.436,23.8694,23.8415,23.471
0.002702703,0.005405405,0.086486487,0,0.032432432,0.005405405,0.005405405,0,0,0,0,0,0.02972973,0.016216216,0.678378378,0.008108108,0.021621622,0,0.002702703,0.013513514,0.021621622,0.024324324,0,0.005405405,0,0.02972973,0.010810811,25.6509,24.9794,24.0182,23.2324,25.3764,25.0151,24.2727,27.5123,26.0192,24.1869,23.1806,26.6621,25.9422,24.8577,23.9094,23.7973,23.7139,23.4423,23.8694,23.8415,23.471
0,0.018229167,0.0390625,0.002604167,0.075520833,0.015625,0.033854167,0,0,0.018229167,0.013020833,0.0625,0.010416667,0.028645833,0.333333333,0.046875,0.036458333,0.033854167,0.010416667,0,0.083333333,0.046875,0,0,0,0.083333333,0.0078125,24.6605,23.4236,22.5129,21.6896,23.4244,22.9708,22.2905,21.7255,21.7412,21.5527,21.2885,21.2082,21.1453,20.9611,27.9692,24.8733,23.0831,21.8543,25.7131,24.7553,23.5543
0,0.016,0.045,0,0.075,0.016,0.035,0,0,0.019,0.013,0.062,0.008,0.024,0.348,0.048,0.04,0.032,0.008,0,0.104,0.024,0,0.008,0,0.075,0,24.654,23.4187,22.5083,21.6851,23.4061,22.9555,22.2803,21.7166,21.7356,21.5472,21.2831,21.2064,21.145,20.9652,27.9656,24.8689,23.0787,21.8499,25.6955,24.7391,23.5404
0,0.024122807,0.013157895,0.028508772,0.059210526,0.030701754,0.004385965,0.006578947,0,0,0.004385965,0.048245614,0.019736842,0.059210526,0.396929825,0.006578947,0.01754386,0.043859649,0.006578947,0.00877193,0.032894737,0.028508772,0,0.00877193,0,0.092105263,0.059210526,22.2228,20.9287,19.9202,19.0987,21.1583,20.7005,19.9188,25.1894,21.7795,19.9613,18.9884,22.7005,21.7497,20.5403,19.9596,19.8061,19.678,19.2667,19.7575,19.6933,19.2977
0,0.025345622,0.013824885,0.029953917,0.062211982,0.032258065,0.004608295,0.006912442,0,0,0.004608295,0.050691244,0.020737327,0.062211982,0.417050691,0.006912442,0.01843318,0.046082949,0.006912442,0.00921659,0.034562212,0.029953917,0,0.00921659,0,0.096774194,0.011520737,22.2228,20.9287,19.9202,19.0987,21.1583,20.7005,19.9188,25.1894,21.7795,19.9613,18.9884,22.7005,21.7497,20.5403,19.9596,19.8061,19.678,19.2667,19.7575,19.6933,19.2977
0,0,0.015,0,0.002,0.212,0.088,0.444,0.002,0.002,0.121,0.009,0.005,0.005,0.031,0.005,0.002,0,0.002,0,0.002,0,0,0,0,0.044,0.009,19.3163,17.634,17.4977,17.198,18.4075,17.728,16.8145,14.8484,15.5135,16.1982,16.4579,15.657,15.5418,15.2334,24.4872,19.1432,18.1927,17.4946,21.2993,19.8978,18.3096
0,0,0.014414415,0,0.001801802,0.221621622,0.167567568,0.358558559,0.001801802,0.003603604,0.100900901,0.018018018,0.005405405,0.009009009,0.027027027,0.005405405,0.001801802,0,0.001801802,0,0.001801802,0,0,0.001801802,0,0.045045045,0.012612613,19.3163,17.634,17.4977,17.198,18.4075,17.728,16.8145,14.8484,15.5135,16.1982,16.4579,15.657,15.5418,15.2334,24.4872,19.1432,18.1927,17.4946,21.2993,19.8978,18.3096
0,0.047047047,0,0.009009009,0.08008008,0.15015015,0.015015015,0.185185185,0,0,0.035035035,0.077077077,0.009009009,0,0.307307307,0.006006006,0.012012012,0,0,0.003003003,0.012012012,0,0,0.003003003,0,0.024024024,0.025025025,18.5677,17.759,16.8962,16.2254,18.0471,17.6512,17.0806,21.1516,18.9845,17.0851,16.169,19.81,18.9222,17.897,16.5218,16.4228,16.3432,16.1527,16.543,16.507,16.3412
0,0.046783626,0,0.00877193,0.078947368,0.149122807,0.020467836,0.178362573,0,0,0.040935673,0.093567251,0.00877193,0,0.307017544,0.005847953,0.011695906,0.002923977,0,0.002923977,0.005847953,0.005847953,0,0.005847953,0,0.01754386,0.00877193,18.5804,17.7703,16.9066,16.2348,18.0471,17.6512,17.0806,21.1649,18.9949,17.0948,16.1782,19.81,18.9222,17.897,16.5339,16.4346,16.3549,16.1635,16.543,16.507,16.3412
0,0.062695925,0.003134796,0.015673981,0.078369906,0.147335423,0.003134796,0.006269592,0,0,0.028213166,0.084639498,0.031347962,0.006269592,0.307210031,0.028213166,0.02507837,0.031347962,0.018808777,0.003134796,0.018808777,0.053291536,0,0.003134796,0,0.031347962,0.012539185,20.2995,19.2962,18.3185,17.5163,19.7599,19.3465,18.6587,22.9585,20.3555,18.4203,17.4313,21.2539,20.3663,19.2401,18.1635,18.0367,17.9255,17.6032,18.1875,18.1353,17.863
0,0.06,0.006,0.016,0.072,0.144,0.003,0.006,0,0,0.009,0.097,0.031,0.006,0.304,0.028,0.028,0.031,0.019,0.003,0.034,0.019,0,0.003,0,0.031,0.05,20.2995,19.2962,18.3185,17.5163,19.7599,19.3465,18.6587,22.9585,20.3555,18.4203,17.4313,21.2539,20.3663,19.2401,18.1635,18.0367,17.9255,17.6032,18.1875,18.1353,17.863
0,0,0,0,0,0.0078125,0,0.026041667,0.947916667,0,0.010416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078125,4.06479,3.81913,3.62014,3.22695,3.79537,3.68095,3.39903,5.32816,4.95742,4.50736,3.59935,5.08223,4.8702,4.34473,2.99957,2.89354,2.87294,2.84852,2.74582,2.71583,2.6506
0,0.002688172,0,0,0.029569892,0.427419355,0.008064516,0.01344086,0.25,0,0.244623656,0.005376344,0,0,0,0,0,0,0,0,0,0,0.002688172,0,0,0.010752688,0.005376344,6.38592,6.16061,5.98345,5.65916,5.69505,5.60795,5.36282,7.62585,7.21022,6.77668,6.04071,6.81026,6.59737,6.09503,5.33026,5.26111,5.2417,5.2102,4.86438,4.8605,4.81429
0,0,0,0,0.063909774,0.518796992,0,0.011278195,0.022556391,0,0.360902256,0.018796992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003759398,9.19448,8.89515,8.58095,8.23852,9.03436,8.95295,8.78219,10.4905,9.90673,9.12507,8.41087,9.98387,9.79351,9.43943,7.99271,7.93489,7.90831,7.87201,8.13771,8.12947,8.0999
0,0.003546099,0,0.010638298,0.010638298,0.141843972,0.053191489,0.535460993,0.042553191,0,0.173758865,0.014184397,0,0,0.003546099,0,0,0,0.003546099,0,0,0.003546099,0.003546099,0,0,0,0,14.8869,14.2498,13.6673,13.1259,14.9387,14.6551,14.1883,16.299,15.4758,14.2648,13.306,15.7484,15.2474,14.4957,13.4347,13.0933,12.9483,12.7413,13.8685,13.7666,13.5576
0,0.006,0.006,0.012,0.021,0.306,0.052,0.218,0.015,0,0.067,0.091,0.003,0,0.064,0.021,0.015,0,0,0,0.006,0.003,0,0,0,0.064,0.03,18.272,16.6544,15.362,14.4075,17.9934,17.305,16.2849,20.1021,17.5726,15.5631,14.3818,19.7342,18.6135,17.1669,16.5601,15.9136,15.2872,14.5088,16.7162,16.4323,15.7643
0,0.006329114,0,0.012658228,0.044303797,0.287974684,0.088607595,0.17721519,0,0.012658228,0.110759494,0.069620253,0,0,0.053797468,0.003164557,0.022151899,0,0.012658228,0.006329114,0.015822785,0.028481013,0,0,0,0.041139241,0.006329114,18.272,16.6544,15.362,14.4075,17.9934,17.305,16.2849,20.1021,17.5726,15.5631,14.3818,19.7342,18.6135,17.1669,16.5601,15.9136,15.2872,14.5088,16.7162,16.4323,15.7643
0,0,0.028776978,0.003597122,0,0,0.021582734,0,0,0.021582734,0,0.003597122,0.007194245,0.039568345,0.474820144,0.104316547,0.136690647,0,0.014388489,0,0.053956835,0.007194245,0,0.014388489,0,0.064748201,0.003597122,27.4692,26.6743,25.3133,22.9067,26.8859,26.1338,24.0082,26.644,26.4683,25.2401,22.6429,26.2887,25.4701,23.2092,28.1177,26.7293,25.291,22.9174,27.2496,26.5256,24.4729
0.006116208,0.006116208,0.033639144,0,0.01529052,0,0.048929664,0.003058104,0,0.012232416,0,0,0.01529052,0.113149847,0.336391437,0.06116208,0.107033639,0.006116208,0.03058104,0,0.097859327,0.036697248,0,0.009174312,0,0.042813456,0.018348624,27.4679,26.6435,26.0339,25.1404,27.5262,27.2676,26.4954,25.8541,25.6263,25.4737,24.9427,26.4922,26.3776,25.804,29.0326,27.4853,26.5129,25.4533,28.4593,28.093,27.1996
0,0,0,0,0.025316456,0.246835443,0.041139241,0.224683544,0.155063291,0,0.234177215,0.018987342,0,0,0,0,0,0,0,0,0,0,0.041139241,0,0,0.012658228,0,10.3462,7.76546,6.46366,5.615,7.82468,7.10416,6.24937,14.2776,8.72722,6.58036,5.52874,10.4,9.01071,7.55066,6.99647,6.48597,6.07676,5.52115,5.51393,5.38782,5.1088
0,0.01686747,0,0.002409639,0.101204819,0.306024096,0.01686747,0.339759036,0.007228916,0,0.120481928,0.026506024,0,0,0.019277108,0,0,0,0.007228916,0,0,0,0.014457831,0,0,0.014457831,0.007228916,14.3311,13.8549,13.3055,12.8728,14.3084,14.1325,13.853,16.4171,15.1971,13.8684,13.0759,15.9246,15.478,14.863,12.6804,12.619,12.5674,12.5226,12.9359,12.9271,12.8985
0,0.065,0,0,0.057,0.271,0,0.44,0.024,0,0.071,0.009,0,0,0.03,0.003,0,0,0.003,0,0,0,0.003,0,0,0.003,0.021,16.1696,15.502,14.8288,14.322,15.9369,15.6769,15.3249,18.6122,16.8431,15.2368,14.4086,17.7619,17.0748,16.2911,14.3058,14.2087,14.131,14.0546,14.5703,14.5595,14.5237
0,0.063768116,0,0,0.069565217,0.27826087,0.017391304,0.414492754,0.020289855,0,0.060869565,0.023188406,0,0,0.028985507,0,0.002898551,0,0.002898551,0,0,0,0.002898551,0,0,0.002898551,0.011594203,16.1696,15.502,14.8288,14.322,15.9369,15.6769,15.3249,18.6122,16.8431,15.2368,14.4086,17.7619,17.0748,16.2911,14.3058,14.2087,14.131,14.0546,14.5703,14.5595,14.5237
0,0,0,0,0.097560976,0.140243902,0.018292683,0.112804878,0.033536585,0,0.405487805,0.021341463,0,0,0,0,0,0,0.00304878,0,0.00304878,0,0.109756098,0,0,0.045731707,0.009146341,11.2488,10.9278,10.5081,10.1006,11.1024,10.9532,10.6764,12.8577,12.2433,11.1956,10.34,12.2366,11.9188,11.3862,9.87072,9.73768,9.71585,9.68229,10.0677,10.0344,9.9973
0,0,0,0,0.094512195,0.140243902,0,0.12195122,0.027439024,0,0.402439024,0.018292683,0,0,0,0,0,0,0.00304878,0,0.00304878,0,0.103658537,0,0,0.045731707,0.039634146,11.2488,10.9278,10.5081,10.1006,11.1024,10.9532,10.6764,12.8577,12.2433,11.1956,10.34,12.2366,11.9188,11.3862,9.87072,9.73768,9.71585,9.68229,10.0677,10.0344,9.9973
0,0.069053708,0,0.017902813,0.05370844,0.41943734,0,0.058823529,0.015345269,0,0.076726343,0.138107417,0,0,0,0,0,0,0.00511509,0,0,0,0.015345269,0,0,0.112531969,0.017902813,13.8248,13.2813,12.6873,12.2191,13.5341,13.301,12.9444,15.8193,14.536,13.0577,12.2566,14.9427,14.3575,13.6249,12.0804,12.0001,11.9634,11.9217,11.9913,11.9768,11.9386
0,0.022332506,0,0.017369727,0.079404467,0.297766749,0,0.054590571,0,0,0.138957816,0.285359801,0,0,0.022332506,0,0,0.00248139,0.004962779,0,0.007444169,0,0.017369727,0,0,0.034739454,0.014888337,16.1207,15.3166,14.5782,14.0029,15.6258,15.29,14.7986,18.5039,16.6169,14.8666,13.987,17.4102,16.6039,15.6269,14.0594,13.957,13.8911,13.8234,13.9859,13.9547,13.8486
0,0.022,0,0.017,0.083,0.292,0,0.053,0,0,0.095,0.31,0,0,0.025,0,0,0.003,0.005,0,0.008,0,0.012,0,0,0.043,0.032,16.1207,15.3166,14.5782,14.0029,15.6258,15.29,14.7986,18.5039,16.6169,14.8666,13.987,17.4102,16.6039,15.6269,14.0594,13.957,13.8911,13.8234,13.9859,13.9547,13.8486
0,0.03,0,0.003,0.082,0.282,0,0.122,0.014,0,0.203,0.184,0,0,0.011,0,0,0,0.003,0,0,0.005,0.014,0,0,0.022,0.025,15.5992,14.7684,14.0831,13.5125,14.797,14.4328,13.932,17.8682,15.9931,14.3905,13.5216,16.2187,15.4129,14.4981,13.5986,13.476,13.4133,13.329,13.2244,13.1838,13.0737
0,0.032345013,0,0.002695418,0.080862534,0.28032345,0.010781671,0.113207547,0.008086253,0,0.229110512,0.172506739,0,0,0.010781671,0,0,0,0.005390836,0,0,0.002695418,0.016172507,0,0,0.018867925,0.016172507,15.6148,14.7821,14.0957,13.5241,14.9303,14.563,14.0567,17.8867,16.0072,14.4027,13.5332,16.3867,15.5704,14.6435,13.6123,13.4893,13.4265,13.3417,13.3587,13.3161,13.2007
0,0.01703163,0,0,0.053527981,0.306569343,0.00486618,0.216545012,0.01946472,0,0.296836983,0.04622871,0,0,0.01703163,0,0,0,0.00243309,0,0,0,0.00486618,0,0,0.00729927,0.00729927,16.336,15.4544,14.6933,14.039,15.8846,15.5497,15.038,18.7183,16.7572,15.001,14.0383,17.6783,16.9209,15.963,14.2382,14.0678,14.0044,13.8733,14.0177,13.9543,13.82
0,0.017,0,0,0.054,0.307,0,0.219,0.015,0,0.287,0.032,0,0,0.017,0,0,0,0.002,0,0,0.002,0.005,0,0,0.01,0.033,16.336,15.4544,14.6933,14.039,15.8846,15.5497,15.038,18.7183,16.7572,15.001,14.0383,17.6783,16.9209,15.963,14.2382,14.0678,14.0044,13.8733,14.0177,13.9543,13.82
0.002898551,0.031884058,0,0.008695652,0.060869565,0.266666667,0,0.211594203,0.008695652,0,0.12173913,0.176811594,0,0,0.043478261,0,0,0,0.005797101,0,0.002898551,0,0.031884058,0,0,0.011594203,0.014492754,17.2208,16.3214,15.4971,14.7953,16.8711,16.5303,15.9926,19.6873,17.662,15.7802,14.7607,18.8373,18.0983,17.13,15.0682,14.8878,14.8305,14.6761,15.1668,15.1267,14.9762
0.002997003,0.031968032,0,0.011988012,0.05994006,0.263736264,0,0.207792208,0.005994006,0,0.117882118,0.152847153,0,0,0.042957043,0,0,0,0.005994006,0,0.002997003,0.005994006,0.034965035,0,0,0.011988012,0.03996004,17.2208,16.3214,15.4971,14.7953,16.8711,16.5303,15.9926,19.6873,17.662,15.7802,14.7607,18.8373,18.0983,17.13,15.0682,14.8878,14.8305,14.6761,15.1668,15.1267,14.9762
0,0.072,0,0,0.045,0.339,0,0.392,0.008,0,0.053,0.021,0,0,0.025,0.002,0.002,0,0.008,0.006,0.004,0,0.004,0,0.002,0.004,0.013,17.7418,16.8619,16.011,15.3007,17.3863,17.0297,16.4492,20.216,18.1604,16.1283,15.1088,19.134,18.2858,17.2073,15.6596,15.5183,15.4648,15.3365,15.933,15.9084,15.7423
0.001838235,0.086397059,0,0,0.079044118,0.345588235,0.011029412,0.336397059,0.011029412,0,0.045955882,0.025735294,0,0,0.022058824,0.001838235,0,0,0.009191176,0.005514706,0.003676471,0,0.003676471,0,0.001838235,0.003676471,0.005514706,17.7125,16.8353,16.0059,15.3177,17.4863,17.1448,16.6018,20.1272,18.1068,16.0367,15.0438,19.1365,18.2844,17.2379,15.6447,15.4987,15.4457,15.3388,16.0083,15.9797,15.8533
0,0.056,0,0,0.022,0.456,0.003,0.273,0.008,0,0.045,0.021,0,0,0.053,0,0,0,0.005,0.008,0.016,0.008,0,0,0.003,0.003,0.02,18.3189,17.4473,16.6125,15.9036,18.0648,17.7195,17.1719,20.7056,18.7499,16.6437,15.606,19.8033,18.9618,17.9127,16.2428,16.0812,16.0273,15.9141,16.4814,16.4577,16.3301
0.002475248,0.054455446,0,0,0.027227723,0.482673267,0.007425743,0.252475248,0.007425743,0,0.03960396,0.024752475,0,0,0.047029703,0,0,0,0.004950495,0.012376238,0.004950495,0.012376238,0,0,0.002475248,0.002475248,0.014851485,18.3189,17.4473,16.6125,15.9036,18.0648,17.7195,17.1719,20.7056,18.7499,16.6437,15.606,19.8033,18.9618,17.9127,16.2428,16.0812,16.0273,15.9141,16.4814,16.4577,16.3301
0,0.031,0,0,0.02,0.525,0.019,0.315,0.008,0,0.008,0.004,0,0,0.027,0,0,0,0,0.012,0.012,0,0,0,0,0,0.019,18.219,17.3594,16.2922,15.4368,17.9465,17.5135,16.7764,20.5254,18.9646,16.6591,15.4257,19.9062,18.995,17.7617,16.1893,15.9873,15.851,15.5035,16.3353,16.2989,16.0418
0,0.037037037,0,0,0.024691358,0.490740741,0.024691358,0.358024691,0.009259259,0,0.00617284,0.00308642,0,0,0.021604938,0,0,0,0,0.009259259,0.00617284,0.00308642,0,0,0,0,0.00617284,18.2228,17.3645,16.297,15.4415,17.9465,17.5135,16.7764,20.5299,18.971,16.6637,15.4299,19.9062,18.995,17.7617,16.1926,15.9912,15.8555,15.5084,16.3353,16.2989,16.0418
