Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii_&_Globorotalia_tumida,Globorotalia_scitula,Globorotalia_truncatulinoides,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Turborotalita_quinqueloba,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Globigerinita_glutinata,unidentified original + excluídos
0.005005005,0.034034034,0.002002002,0.063063063,0.086086086,0.167167167,0.021021021,0.076076076,0.003003003,0.001001001,0.15015015,0.03003003,0.009009009,0.008008008,0.234234234,0.006006006,0.009009009,0,0.004004004,0.003003003,0.017017017,0.008008008,0.001001001,0.005005005,0,0.048048048,0.009009009
0.002988048,0.035856574,0.011952191,0.05876494,0.099601594,0.109561753,0,0.006972112,0,0,0.13247012,0.007968127,0.029880478,0.019920319,0.290836653,0.013944223,0.021912351,0.022908367,0,0.00498008,0.046812749,0.020916335,0.00498008,0,0.006972112,0.048804781,0.000996016
0.000994036,0.03777336,0.001988072,0.066600398,0.088469185,0.105367793,0.003976143,0.042743539,0,0,0.121272366,0.020874751,0.008946322,0.008946322,0.295228628,0.004970179,0.011928429,0.026838966,0.005964215,0.008946322,0.045725646,0.022862823,0,0.009940358,0.002982107,0.048707753,0.007952286
0.002004008,0.074148297,0.003006012,0.054108216,0.084168337,0.113226453,0.008016032,0.051102204,0,0,0.140280561,0.008016032,0.013026052,0.014028056,0.291583166,0.004008016,0.016032064,0.032064128,0.004008016,0.007014028,0.021042084,0.027054108,0,0,0.002004008,0.03006012,0
0.008928571,0,0.059523809,0.008928571,0,0.007936508,0.03968254,0.025793651,0,0.032738095,0.06547619,0.008928571,0.001984127,0.054563492,0.298611111,0.044642857,0.072420635,0.006944444,0,0.004960317,0.043650794,0.006944444,0,0.017857143,0,0.176587302,0.012896825
0.018962076,0,0.173652695,0,0.001996008,0.020958084,0.144710579,0.005988024,0,0.03992016,0.018962076,0,0.005988024,0.022954092,0.181636727,0.135728543,0.154690619,0.001996008,0.007984032,0,0.012974052,0,0,0.001996008,0,0.035928144,0.012974052
0.005,0,0.087,0.011,0.001,0.012,0.043,0.007,0,0.025,0.031,0,0.002,0.109,0.307,0.063,0.096,0.002,0.016,0.004,0.04,0,0,0.011,0.006,0.122,0
0.004995005,0,0.086913087,0.010989011,0.000999001,0.011988012,0.042957043,0.006993007,0,0.024975025,0.030969031,0,0.001998002,0.108891109,0.306693307,0.062937063,0.095904096,0.001998002,0.015984016,0.003996004,0.040959041,0,0,0.010989011,0.005994006,0.121878122,0
0.011011011,0.005005005,0.043043043,0.01001001,0.004004004,0.027027027,0.02002002,0.007007007,0,0.006006006,0.072072072,0.017017017,0.006006006,0.03003003,0.305305305,0.018018018,0.091091091,0.01001001,0.007007007,0.009009009,0.07007007,0.032032032,0,0.01001001,0.002002002,0.187187187,0
0.011,0.005,0.043,0.01,0.004,0.027,0.02,0.007,0,0.006,0.072,0.017,0.006,0.03,0.305,0.018,0.091,0.01,0.007,0.009,0.07,0.032,0,0.01,0.002,0.187,0.001
0.036926148,0.001996008,0.046906188,0.00499002,0.011976048,0.075848303,0.012974052,0.015968064,0,0.013972056,0.076846307,0.021956088,0.006986028,0.021956088,0.330339321,0.017964072,0.070858283,0,0.007984032,0.002994012,0.041916168,0.042914172,0,0.003992016,0.00499002,0.125748503,0.000998004
0.024900398,0.003984064,0.056772909,0.003984064,0.015936255,0.045816733,0.009960159,0,0,0.014940239,0.05876494,0.012948207,0.008964143,0.022908367,0.24501992,0.024900398,0.065737052,0,0.021912351,0.011952191,0.05876494,0.043824701,0.000996016,0.022908367,0.00498008,0.212151394,0.006972112
0.02543235,0.004069176,0.057985758,0.004069176,0.006103764,0.046795524,0.01017294,0,0,0.01525941,0.060020346,0.013224822,0.009155646,0.023397762,0.248219736,0.02543235,0.067141404,0,0.022380468,0.012207528,0.060020346,0.044760936,0,0.023397762,0.00508647,0.215666328,0
0.03,0,0.047,0.011,0.026,0.052,0.012,0.002,0,0.022,0.036,0.009,0.011,0.02,0.306,0.023,0.079,0.019,0.014,0.006,0.076,0.021,0,0.006,0.002,0.168,0.002
0.030090271,0,0.047141424,0.011033099,0.026078235,0.052156469,0.012036108,0.002006018,0,0.022066199,0.036108325,0.009027081,0.011033099,0.020060181,0.305917753,0.023069208,0.079237713,0.019057172,0.014042126,0.006018054,0.076228686,0.02106319,0,0.006018054,0.002006018,0.168505517,0
0.015151515,0,0.021212121,0.007070707,0.022222222,0.016161616,0.01010101,0,0,0.013131313,0.025252525,0.021212121,0,0.038383838,0.405050505,0.017171717,0.060606061,0.035353535,0.018181818,0.012121212,0.043434343,0,0,0.01010101,0.001010101,0.207070707,0
0.01489573,0,0.020854022,0.006951341,0.021847071,0.015888779,0.009930487,0,0,0.012909633,0.024826216,0.020854022,0,0.037735849,0.40019861,0.016881827,0.05958292,0.034756703,0.017874876,0.011916584,0.042701092,0,0.000993049,0.009930487,0.000993049,0.204568024,0.012909633
0.007028112,0,0.018072289,0.014056225,0.027108434,0.022088353,0.013052209,0,0,0.002008032,0.087349398,0.00502008,0.023092369,0.041164659,0.401606426,0.03815261,0.051204819,0.03815261,0.014056225,0.00502008,0.077309237,0.023092369,0,0,0,0.091365462,0
0.009018036,0,0.017034068,0.004008016,0.021042084,0.021042084,0.004008016,0,0,0,0.078156313,0.013026052,0.017034068,0.029058116,0.442885772,0.0250501,0.048096192,0.034068136,0.013026052,0.023046092,0.065130261,0.01503006,0,0.002004008,0,0.118236473,0
0.006012024,0,0.031062124,0,0.031062124,0.057114228,0.012024048,0.01002004,0,0.003006012,0.043086172,0.00501002,0.04509018,0.021042084,0.370741483,0.066132265,0.112224449,0,0.022044088,0.018036072,0.100200401,0.00501002,0,0,0.003006012,0.038076152,0
0.016898608,0,0.022862823,0,0.032803181,0.035785288,0.019880716,0,0,0,0.049701789,0.005964215,0.04473161,0.002982107,0.384691849,0.057654076,0.116302187,0.005964215,0.019880716,0.019880716,0.069582505,0.019880716,0,0.007952286,0.007952286,0.055666004,0.002982107
0.006993007,0,0.073926074,0,0.01998002,0.015984016,0.062937063,0.004995005,0,0.017982018,0.006993007,0.002997003,0.006993007,0.037962038,0.247752248,0.085914086,0.232767233,0.004995005,0.008991009,0.004995005,0.05994006,0,0,0.00999001,0.001998002,0.083916084,0.000999001
0.000999001,0,0.083916084,0.005994006,0.000999001,0.000999001,0.026973027,0,0,0.014985015,0.011988012,0,0.005994006,0.033966034,0.425574426,0.061938062,0.182817183,0.017982018,0.003996004,0.000999001,0.050949051,0,0,0.010989011,0.000999001,0.054945055,0.001998002
0.003996004,0,0.086913087,0.003996004,0.002997003,0,0.021978022,0,0,0.015984016,0.010989011,0.000999001,0.000999001,0.036963037,0.394605395,0.06993007,0.198801199,0.004995005,0.013986014,0.003996004,0.04995005,0.003996004,0,0.003996004,0.000999001,0.066933067,0.001998002
0.000999001,0,0.057942058,0.003996004,0.001998002,0,0.014985015,0,0,0.003996004,0.016983017,0.000999001,0.003996004,0.013986014,0.480519481,0.083916084,0.204795205,0.003996004,0.003996004,0.000999001,0.036963037,0,0,0.000999001,0,0.060939061,0.002997003
0.001992032,0,0.035856574,0.018924303,0.005976096,0.000996016,0.038844622,0,0,0.003984064,0.010956175,0,0.00498008,0.042828685,0.398406375,0.096613546,0.190239044,0.003984064,0.011952191,0.001992032,0.039840637,0.002988048,0,0.001992032,0,0.082669323,0.003984064
0.000999001,0,0.031968032,0.004995005,0.004995005,0,0.034965035,0,0,0.007992008,0.00999001,0.074925075,0.004995005,0.020979021,0.391608392,0.116883117,0.203796204,0.004995005,0.014985015,0.007992008,0.040959041,0.011988012,0,0.007992008,0.000999001,0,0.000999001
0,0,0.054,0.003,0.003,0,0.028,0.003,0,0.016,0.009,0,0.003,0.021,0.35,0.116,0.267,0.003,0.01,0.003,0.06,0.003,0,0,0.001,0.047,0
0,0,0.135,0.001,0.001,0,0.061,0.001,0,0.098,0.006,0,0.019,0.032,0.198,0.128,0.157,0,0.012,0.001,0.1,0.01,0,0.003,0.001,0.036,0
0,0,0.071856288,0.011976048,0,0,0.0249501,0,0,0.015968064,0.011976048,0,0,0.008982036,0.512974052,0.066866267,0.125748503,0,0.00998004,0.00499002,0.069860279,0.015968064,0,0.008982036,0,0.035928144,0.002994012
0,0,0.104581674,0.007968127,0.000996016,0,0.030876494,0,0,0.017928287,0.009960159,0,0.003984064,0.033864542,0.390438247,0.073705179,0.153386454,0.001992032,0.012948207,0,0.073705179,0.006972112,0,0,0,0.0687251,0.007968128
0.000998004,0,0.109780439,0.007984032,0,0,0.028942116,0,0,0.017964072,0.022954092,0,0.003992016,0.036926148,0.429141717,0.05988024,0.145708583,0,0.005988024,0,0.061876248,0.00499002,0,0,0.001996008,0.058882236,0.001996008
0.002997003,0,0.188811189,0,0.008991009,0,0.080919081,0.002997003,0,0.074925075,0.011988012,0,0.005994006,0.002997003,0.140859141,0.062937063,0.28971029,0,0,0.017982018,0.095904096,0,0,0,0.005994006,0.005994006,0
0,0,0.072927073,0.005994006,0.000999001,0,0.026973027,0,0,0.012987013,0.01998002,0,0.000999001,0.027972028,0.372627373,0.084915085,0.183816184,0.008991009,0.007992008,0.005994006,0.06993007,0.016983017,0,0.005994006,0.000999001,0.072927073,0
0.001,0,0.043,0.006,0.01,0,0.02,0.001,0,0.015,0.012,0,0.002,0.031,0.432,0.095,0.177,0.006,0.014,0,0.057,0.008,0,0.007,0.001,0.061,0.001
0.000999001,0,0.052947053,0.000999001,0.00999001,0,0.032967033,0,0,0.008991009,0.00999001,0.000999001,0.002997003,0.040959041,0.423576424,0.087912088,0.184815185,0.002997003,0.010989011,0.000999001,0.05994006,0.006993007,0,0.008991009,0.000999001,0.04995005,0
0.001996008,0,0.048902196,0.008982036,0.008982036,0,0.030938124,0,0,0.016966068,0.015968064,0,0.003992016,0.030938124,0.346307385,0.080838323,0.173652695,0.001996008,0.010978044,0.003992016,0.069860279,0.020958084,0,0.022954092,0.000998004,0.097804391,0.001996008
0.001996008,0,0.061876248,0.008982036,0.001996008,0,0.006986028,0,0,0.008982036,0.008982036,0,0.00499002,0.018962076,0.395209581,0.100798403,0.210578842,0.006986028,0.013972056,0.00998004,0.051896208,0.008982036,0,0.002994012,0.002994012,0.065868263,0.005988024
0,0,0.094,0.017,0.002,0,0.017,0,0,0.009,0.01,0,0.004,0.035,0.364,0.071,0.208,0.003,0.011,0.003,0.06,0.01,0,0.012,0.001,0.068,0.001
0.018018018,0,0.311311311,0,0,0.091091091,0.318318318,0.006006006,0,0.036036036,0,0,0,0.03003003,0.042042042,0.036036036,0.024024024,0,0.014014014,0.012012012,0.006006006,0.024024024,0,0,0.031031031,0,0
0.00099108,0.027750248,0,0.005946482,0.043607532,0.039643211,0.021803766,0.022794846,0,0.029732408,0.102081269,0.044598612,0.011892963,0.007928642,0.335976214,0.012884044,0.07234886,0.030723489,0.008919722,0.008919722,0.043607532,0.037661051,0,0.005946482,0.002973241,0.063429138,0.017839445
0,0,0,0,0,0.159,0.171,0.2,0.058,0,0.335,0,0,0.003,0.007,0,0,0,0.009,0,0,0,0,0,0,0.058,0
0,0,0,0.005,0.005,0.14,0.363,0.098,0.025,0,0.284,0,0,0.003,0.013,0,0,0,0.009,0,0,0,0,0,0,0.055,0
0.004008016,0,0.001002004,0,0.001002004,0.20741483,0.179358717,0.036072144,0,0,0.543086172,0,0,0,0,0,0.006012024,0,0.021042084,0,0.001002004,0,0,0,0,0,0
0,0.001998002,0.004995005,0,0.002997003,0.06993007,0.490509491,0.170829171,0.008991009,0,0.130869131,0,0,0,0.000999001,0.008991009,0,0,0.056943057,0,0.000999001,0,0,0,0,0.050949051,0
0.001,0.006,0.001,0.007,0,0.059,0.418,0.119,0.002,0,0.167,0,0,0,0,0,0.002,0,0.196,0.004,0,0,0,0,0,0.018,0
0.001001001,0,0,0,0.006006006,0.163163163,0.393393393,0.067067067,0.015015015,0,0.235235235,0,0,0,0,0,0,0,0.089089089,0,0,0,0,0,0,0.03003003,0
0.008,0,0,0.001,0.002,0.063,0.465,0.124,0.008,0,0.257,0,0,0,0.008,0,0.007,0,0.019,0,0.001,0,0,0,0,0.037,0
0.010989011,0.01998002,0,0,0.007992008,0.140859141,0.423576424,0.183816184,0.033966034,0,0.108891109,0.012987013,0,0,0.00999001,0,0.000999001,0,0.001998002,0.002997003,0.004995005,0.003996004,0.020979021,0,0,0.010989011,0
0,0.001998002,0,0,0.001998002,0.086913087,0.04995005,0.091908092,0.015984016,0,0.736263736,0,0,0,0.001998002,0,0,0,0,0,0.000999001,0,0,0,0,0.011988012,0
0,0,0.000205191,0,0.015697138,0.317738791,0.008925823,0.352005745,0.025854109,0,0.220991074,0,0,0,0.00995178,0,0.001949318,0,0.010464758,0,0.010156971,0.000205191,0.008002462,0,0,0.017851647,0
0.00999001,0.044955045,0,0.010989011,0.052947053,0.387612388,0.094905095,0.167832168,0.005994006,0,0.094905095,0.008991009,0,0,0.046953047,0,0.012987013,0,0.00999001,0.008991009,0.015984016,0,0.002997003,0,0,0.022977023,0
0.051051051,0.029029029,0.006006006,0.003003003,0.199199199,0.394394394,0.02002002,0.057057057,0.003003003,0,0.055055055,0.018018018,0.008008008,0,0.075075075,0.007007007,0.011011011,0,0.026026026,0.004004004,0.015015015,0,0,0,0.015015015,0.001001001,0.002002002
0.003996004,0.042957043,0.004995005,0.044955045,0.071928072,0.230769231,0.01998002,0.033966034,0.001998002,0,0.077922078,0.00999001,0.001998002,0,0.067932068,0.004995005,0.012987013,0.007992008,0.007992008,0.014985015,0.033966034,0.020979021,0,0.001998002,0.001998002,0.270729271,0.007992008
0.007007007,0.027027027,0.015015015,0.045045045,0.099099099,0.295295295,0.026026026,0.01001001,0,0.001001001,0.115115115,0.024024024,0.005005005,0,0.14014014,0.004004004,0.018018018,0.005005005,0.011011011,0.007007007,0.041041041,0.018018018,0,0,0.006006006,0.08008008,0
0,0,0.000102997,0,0.011020702,0.34184777,0.008342775,0.253064167,0.041507879,0,0.246266351,0,0,0,0.017612524,0.000617983,0.00257493,0.013492636,0.001647956,0,0.004840869,0,0.012462664,0,0,0.044597796,0
0.000,0.061,0.074,0.000,0.077,0.113,0.010,0.006,0.000,0.000,0.023,0.013,0.045,0.158,0.232,0.019,0.058,0.000,0.026,0.000,0.055,0.010,0.000,0.000,0.000,0.019,0.000
0.000,0.000,0.000,0.000,0.011,0.124,0.000,0.267,0.127,0.000,0.402,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.047,0.000,0.000,0.022,0.000
0.000,0.000,0.000,0.000,0.144,0.411,0.003,0.000,0.013,0.000,0.385,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.000,0.003,0.000,0.000,0.030,0.000
0.000,0.000,0.000,0.000,0.059,0.225,0.000,0.229,0.144,0.000,0.291,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.002,0.000,0.036,0.000,0.000,0.014,0.000
0.000,0.000,0.000,0.002,0.067,0.191,0.000,0.057,0.359,0.000,0.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.032,0.000,0.000,0.020,0.000
0.000,0.032,0.294,0.000,0.064,0.024,0.030,0.000,0.000,0.000,0.009,0.002,0.121,0.179,0.065,0.027,0.056,0.000,0.065,0.000,0.011,0.020,0.000,0.000,0.000,0.000,0.002
0.000,0.055,0.062,0.006,0.056,0.105,0.008,0.006,0.002,0.001,0.014,0.016,0.036,0.115,0.277,0.031,0.089,0.003,0.018,0.000,0.041,0.004,0.000,0.000,0.000,0.057,0.000
0.000,0.035,0.116,0.000,0.056,0.063,0.017,0.007,0.000,0.001,0.022,0.005,0.055,0.233,0.230,0.021,0.080,0.000,0.016,0.000,0.009,0.000,0.000,0.000,0.000,0.030,0.003
0.000,0.030,0.128,0.001,0.053,0.094,0.038,0.006,0.002,0.001,0.030,0.014,0.071,0.086,0.256,0.014,0.119,0.000,0.015,0.000,0.008,0.013,0.000,0.000,0.000,0.020,0.001
0.000,0.052,0.084,0.005,0.058,0.142,0.027,0.006,0.004,0.001,0.048,0.026,0.035,0.088,0.214,0.023,0.112,0.001,0.010,0.000,0.030,0.005,0.000,0.001,0.000,0.026,0.003
0.000,0.065,0.074,0.000,0.103,0.228,0.060,0.000,0.000,0.000,0.015,0.032,0.014,0.056,0.175,0.018,0.118,0.000,0.009,0.000,0.027,0.000,0.000,0.000,0.000,0.006,0.000
0.000,0.045,0.029,0.043,0.039,0.123,0.005,0.027,0.008,0.002,0.055,0.062,0.017,0.134,0.139,0.025,0.061,0.009,0.017,0.001,0.039,0.023,0.001,0.003,0.000,0.094,0.001
0.000,0.048,0.055,0.000,0.069,0.697,0.000,0.014,0.000,0.000,0.021,0.014,0.007,0.000,0.021,0.000,0.007,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.048,0.000
0.000,0.000,0.000,0.000,0.052,0.711,0.000,0.024,0.089,0.000,0.089,0.000,0.000,0.000,0.007,0.002,0.000,0.000,0.000,0.000,0.002,0.000,0.005,0.000,0.000,0.019,0.000
0.000,0.000,0.000,0.000,0.103,0.574,0.000,0.034,0.020,0.000,0.245,0.002,0.000,0.000,0.002,0.000,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.015,0.000
0.000,0.000,0.000,0.000,0.060,0.248,0.015,0.069,0.108,0.000,0.470,0.003,0.000,0.000,0.000,0.000,0.001,0.000,0.000,0.000,0.000,0.000,0.013,0.000,0.000,0.012,0.000
0.000,0.000,0.000,0.000,0.057,0.210,0.000,0.193,0.110,0.000,0.363,0.000,0.002,0.000,0.000,0.002,0.006,0.000,0.000,0.000,0.000,0.000,0.041,0.000,0.000,0.016,0.000
0.000,0.000,0.000,0.000,0.118,0.538,0.000,0.029,0.131,0.000,0.161,0.000,0.000,0.000,0.000,0.002,0.002,0.000,0.000,0.000,0.002,0.000,0.007,0.000,0.000,0.009,0.000
0.000,0.000,0.000,0.000,0.048,0.191,0.000,0.126,0.122,0.000,0.451,0.000,0.000,0.000,0.000,0.005,0.000,0.000,0.000,0.000,0.002,0.000,0.023,0.000,0.000,0.028,0.005
0.000,0.000,0.000,0.000,0.071,0.322,0.008,0.089,0.026,0.000,0.450,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.000,0.000,0.019,0.007
0,0.03,0,0,0.021,0.081,0,0.023,0,0,0.148,0.115,0,0.015,0.164,0.004,0.069,0.012,0.126,0,0.082,0.011,0.012,0.017,0,0.041,0.029
0,0,0,0,0.017982018,0.115884116,0,0.488511489,0.047952048,0,0.143856144,0,0,0,0.103896104,0,0,0,0.010989011,0.002997003,0,0,0.016983017,0.016983017,0,0.033966034,0
0,0,0,0.00999001,0.00999001,0.106893107,0,0.506493506,0.035964036,0,0.164835165,0,0,0,0.077922078,0,0,0,0.002997003,0,0,0,0.022977023,0.025974026,0,0.035964036,0
0,0.008991009,0,0.008991009,0.002997003,0.10989011,0,0.462537463,0.011988012,0,0.10989011,0,0,0,0.118881119,0,0,0,0.064935065,0.002997003,0,0,0.002997003,0.017982018,0,0.076923077,0
0,0,0,0.039078156,0.02004008,0,0,0.477955912,0,0,0.250501002,0,0,0,0.042084168,0,0,0,0.069138277,0.002004008,0.01503006,0,0.039078156,0,0,0.022044088,0.023046092
0,0.003095975,0,0.030959752,0.003095975,0.095975232,0,0.470588235,0.003095975,0,0.241486068,0,0,0,0.030959752,0,0,0,0.018575851,0,0.003095975,0,0.030959752,0.037151703,0,0.030959752,0
0,0.002997003,0,0.031968032,0.031968032,0.002997003,0,0.485514486,0.002997003,0,0.248751249,0.002997003,0,0,0,0,0,0,0,0.018981019,0.03996004,0,0.031968032,0,0,0.098901099,0
0,0,0,0.01,0,0.171,0,0.573,0.003,0,0.161,0,0,0,0.006,0,0,0,0.025,0,0,0,0,0.016,0,0.035,0
0,0.008991009,0,0,0.008991009,0.165834166,0,0.486513487,0.008991009,0,0.15984016,0,0,0,0.034965035,0,0,0,0.075924076,0,0.008991009,0,0,0.014985015,0,0.025974026,0
0,0,0,0.009,0.003,0.15,0,0.539,0.018,0,0.174,0,0,0,0.012,0,0,0,0.031,0.003,0.006,0,0.003,0.003,0,0.049,0
0,0,0,0.011,0.008,0.185,0,0.296,0.031,0,0.327,0,0,0,0.031,0,0,0,0.019,0,0.019,0,0.038,0,0,0.035,0
0,0,0,0.015,0.006,0.113,0,0.52,0.009,0,0.168,0,0,0,0.08,0,0,0,0.05,0,0.003,0,0.006,0.009,0,0.018,0.003
0,0,0.012,0.006,0.012,0.049,0,0.457,0.139,0,0.133,0,0,0,0.052,0,0,0,0.028,0,0.01,0,0.037,0.003,0,0.062,0
0,0,0,0,0.009,0.114,0,0.578,0.022,0,0.145,0,0,0,0.049,0,0,0,0.046,0.006,0.006,0,0.003,0,0,0.022,0
0,0,0,0.009,0.015,0.068,0,0.511,0.05,0,0.155,0,0,0,0.062,0,0,0,0.031,0,0.015,0,0.003,0.006,0,0.074,0.001
0,0,0,0.052527255,0.013875124,0,0.006937562,0.126858276,0,0,0.374628345,0,0,0.006937562,0.25074331,0,0.052527255,0,0.030723489,0,0.016848365,0,0,0,0,0.023785927,0.043607532
0.000999001,0.002997003,0.007992008,0.002997003,0,0.210789211,0.121878122,0.194805195,0.004995005,0,0.35964036,0,0,0.024975025,0.017982018,0.000999001,0.01998002,0,0.000999001,0,0.00999001,0,0.004995005,0,0,0.012987013,0
0.002952756,0.012795276,0.000984252,0.018700787,0.052165354,0.011811024,0.003937008,0,0,0,0.195866142,0.041338583,0.002952756,0.001968504,0.30019685,0.00492126,0.038385827,0.062007874,0.008858268,0.006889764,0.019685039,0.026574803,0,0.023622047,0,0.145669291,0.017716536
0.003988036,0.017946162,0.000997009,0.036889332,0.071784646,0.139581256,0.041874377,0.035892323,0.001994018,0.000997009,0.212362911,0.030907278,0.002991027,0.002991027,0.156530409,0.019940179,0.040877368,0.006979063,0.007976072,0.003988036,0.016949153,0.058823529,0.010967099,0.003988036,0,0.06779661,0.003988036
0,0,0.015984016,0.007992008,0.015984016,0,0.010989011,0.343656344,0,0,0.317682318,0,0,0.007992008,0.168831169,0,0.030969031,0,0.007992008,0.002997003,0,0,0.022977023,0,0,0.045954046,0
0.00501002,0.004008016,0,0.002004008,0.052104208,0.080160321,0.065130261,0.093186373,0,0.001002004,0.258517034,0,0,0.001002004,0.220440882,0.017034068,0.087174349,0.019038076,0,0.002004008,0.008016032,0,0.001002004,0,0,0.072144289,0.011022044
0.006993007,0.001998002,0.006993007,0.014985015,0.031968032,0.255744256,0.002997003,0.123876124,0,0.000999001,0.210789211,0,0,0.017982018,0.118881119,0.021978022,0.093906094,0.005994006,0,0.002997003,0.010989011,0,0.006993007,0.000999001,0,0.051948052,0.00999001
0,0.003984064,0,0,0.006972112,0.13247012,0.158366534,0.246015936,0,0,0.358565737,0.003984064,0.003984064,0.006972112,0.028884462,0,0.014940239,0,0.003984064,0,0.019920319,0,0,0,0,0.006972112,0.003984064
0.003,0,0.011,0.005,0.002,0.146,0.34,0.208,0.005,0.001,0.184,0,0,0.003,0.023,0.001,0.009,0,0.004,0,0.01,0.003,0,0,0,0.012,0.03
0.005988024,0,0.028942116,0.001996008,0.00499002,0.25249501,0.194610778,0.245508982,0.00499002,0,0.121756487,0,0,0.00998004,0.050898204,0.003992016,0.026946108,0.000998004,0.002994012,0,0.011976048,0.005988024,0.000998004,0.000998004,0,0.017964072,0.00499002
0.00998004,0.000998004,0.075848303,0.005988024,0.003992016,0.137724551,0.149700599,0.085828343,0.002994012,0.000998004,0.089820359,0.000998004,0,0.043912176,0.193612774,0.015968064,0.05988024,0,0.003992016,0.002994012,0.01996008,0.005988024,0.000998004,0.003992016,0,0.083832335,0
0.015,0,0.076,0.008,0,0.151,0.076,0.023,0,0,0.219,0,0,0.083,0.136,0,0.061,0.008,0.053,0.015,0.038,0,0.008,0,0,0.03,0
0.028942116,0.003992016,0.131736527,0.002994012,0,0.174650699,0.102794411,0.073852295,0,0.007984032,0.128742515,0.000998004,0,0.093812375,0.082834331,0.010978044,0.066866267,0,0.021956088,0,0.022954092,0,0,0.003992016,0,0.037924152,0.001996008
0.004995005,0,0.018981019,0,0,0.15984016,0.15984016,0.215784216,0.00999001,0,0.296703297,0,0,0.046953047,0.026973027,0.002997003,0.00999001,0,0.00999001,0,0.022977023,0,0,0,0,0.00999001,0.003996004
0.003996004,0,0.024975025,0.010989011,0.000999001,0.013986014,0.057942058,0.015984016,0,0.004995005,0.047952048,0.007992008,0.004995005,0.022977023,0.396603397,0.043956044,0.135864136,0.027972028,0.008991009,0.002997003,0.04995005,0.011988012,0,0.008991009,0,0.093906094,0.000999001
0.003996004,0,0.005994006,0.006993007,0.000999001,0.153846154,0.097902098,0.204795205,0.003996004,0,0.41958042,0,0,0.00999001,0.016983017,0,0.008991009,0,0.008991009,0,0.031968032,0.000999001,0.008991009,0,0,0.013986014,0.000999001
0.001998002,0,0.008991009,0.005994006,0.003996004,0.105894106,0.131868132,0.282717283,0.010989011,0,0.367632368,0,0,0.004995005,0.022977023,0,0.004995005,0.004995005,0,0,0.00999001,0.001998002,0.010989011,0.003996004,0,0.014985015,0
0.001004016,0,0.012048193,0.007028112,0,0.234939759,0.131526104,0.113453815,0,0,0.312248996,0,0,0.051204819,0.053212851,0.003012048,0.011044177,0,0.012048193,0.003012048,0.021084337,0.007028112,0.008032129,0.00502008,0,0.009036145,0.004016064
0.000999001,0,0.012987013,0.015984016,0,0.211788212,0.097902098,0.070929071,0,0,0.351648352,0,0,0.051948052,0.057942058,0.001998002,0.026973027,0,0.007992008,0.004995005,0.023976024,0.002997003,0.005994006,0.004995005,0,0.018981019,0.028971029
0.001,0,0.017,0.003,0,0.242,0.093,0.128,0,0.001,0.315,0.017,0,0.034,0.037,0.006,0.023,0,0.024,0.006,0.034,0.004,0.001,0.004,0,0,0.01
0.001980198,0.007920792,0,0,0.032673267,0.083168317,0.026732673,0.038613861,0,0.007920792,0.4,0.027722772,0,0.002970297,0.172277228,0.016831683,0.043564356,0.011881188,0.00990099,0,0.011881188,0.011881188,0.018811881,0.005940594,0,0.053465347,0.013861386
0.001960784,0,0,0.002941176,0.019607843,0.028431373,0.057843137,0.07745098,0,0,0.498039216,0.019607843,0,0.002941176,0.060784314,0.005882353,0.025490196,0.021568627,0.002941176,0.002941176,0.005882353,0.011764706,0.043137255,0.004901961,0,0.084313725,0.021568627
0,0.00499002,0,0.010978044,0.022954092,0.060878244,0.031936128,0.086826347,0.005988024,0,0.491017964,0.00499002,0.000998004,0.01996008,0.078842315,0.00499002,0.012974052,0,0.008982036,0.002994012,0.021956088,0.001996008,0.032934132,0,0,0.089820359,0.002994012
0.000997009,0.002991027,0,0.006979063,0.021934197,0.043868395,0.044865404,0.081754736,0.002991027,0,0.490528415,0.012961117,0.000997009,0.011964108,0.069790628,0.005982054,0.019940179,0.010967099,0.005982054,0.002991027,0.013958126,0.006979063,0.037886341,0.002991027,0,0.086739781,0.012961117
0.002988048,0.003984064,0,0.019920319,0.019920319,0.049800797,0.06374502,0.072709163,0,0.012948207,0.525896414,0.009960159,0,0.001992032,0.101593625,0.005976096,0.032868526,0.00498008,0.00498008,0,0.009960159,0.010956175,0.00498008,0.00498008,0,0.029880478,0.00498008
