Globorotalia_crassaformis,Globorotalia_hirsuta,Globorotalia_menardii_&_Globorotalia_tumida,Globorotalia_scitula,Globorotalia_truncatulinoides,Globoconella_inflata,Neogloboquadrina_dutertrei,Neogloboquadrina_incompta,Neogloboquadrina_pachyderma,Pulleniatina_obliquiloculata,Globigerina_bulloides,Globigerina_falconensis,Globigerinoides_conglobatus,Globigerinoides_ruber,Globigerinoides_white,Trilobatus_sacculifer_w_sac_chamber,Trilobatus_sacculifer_wo_sac_chamber,Globigerinoides_tenellus,Orbulina_universa,Beella_digitata,Globigerinella_siphonifera,Globigerinella_calida,Turborotalita_quinqueloba,Globoturborotalita_rubescens,Sphaeroidinella_dehiscens,Globigerinita_glutinata,unidentified original + excluídos
0.002524233,0,0.022213247,0.002524233,0.006159128,0,0.064115509,0.000706785,0,0.001312601,0.005048465,0,0.004947496,0.178917609,0.381361066,0.038368336,0.073404685,0.007572698,0.025040388,0.002524233,0.041902262,0.020092892,0,0.030189822,0,0.087944265,0.003130048
0,0,0.030336626,0.006450312,0.000806289,0,0.055835517,0.007659746,0,0.003325942,0.001511792,0,0.004636162,0.105220722,0.37754485,0.063696835,0.056440234,0,0.050594638,0.003225156,0.066014916,0.02580125,0,0.032251562,0.000907075,0.106228583,0.001511792
0.001717692,0,0.03789027,0.021218551,0.012832171,0,0.06173588,0.015964434,0,0.00565828,0.00707285,0,0.00848742,0.087400222,0.373042336,0.052642215,0.062241083,0,0.034656967,0,0.081236738,0,0,0.021218551,0.001616652,0.091947055,0.021420633
0,0,0.030661322,0,0.011923848,0,0.073446894,0.010320641,0,0.002705411,0,0,0.007014028,0.165931864,0.311623246,0.036773547,0.084268537,0,0.030160321,0,0.03987976,0.014228457,0,0.049699399,0.001503006,0.111923848,0.017935872
0,0,0.056873977,0.003477905,0.010638298,0.005319149,0.071297054,0.009308511,0,0.00695581,0.00695581,0.003477905,0.005728314,0.122545008,0.388195581,0.052782324,0.057283142,0.00695581,0.026493453,0,0.066591653,0,0,0.020765139,0.000716039,0.076002455,0.001636661
0.000404408,0,0.040643009,0.010615711,0.002628652,0,0.045394803,0.016985138,0,0.001415428,0.010615711,0,0.002931958,0.049641088,0.436154079,0.030532808,0.102921848,0.015974118,0.009200283,0,0.043069457,0.011626731,0,0.026589829,0.006571631,0.132949146,0.003134162
0,0,0.025630717,0.003618454,0.005829732,0,0.043019399,0.007136396,0,0.001507689,0.003618454,0,0.005930244,0.117700271,0.285355312,0.042918886,0.079103427,0.003618454,0.027138406,0,0.063222434,0.023620464,0,0.057091165,0,0.192883707,0.011056388
0.004704234,0,0.072965669,0.004504054,0,0,0.032529276,0.002302072,0.006806126,0,0,0.004504054,0.004403964,0.083475128,0.442898609,0.041337203,0.091282154,0.004504054,0.018716845,0.002302072,0.052046842,0.022420178,0,0.017916125,0.003102793,0.085276749,0.002001802
0.0023,0,0.0756,0.0008,0.0078,0,0.0312,0.0125,0,0,0.0062,0,0.0031,0.102,0.4704,0.0164,0.1005,0.0062,0.0093,0,0.0296,0,0,0.0498,0.0008,0.0755,0
0.010607425,0,0.071349945,0.007505254,0.007905534,0,0.036025218,0,0,0.003002101,0.004603222,0,0.004002802,0.074251976,0.416891824,0.055438807,0.08215751,0.007505254,0.019013309,0,0.034424097,0,0,0.037626338,0.002201541,0.114480136,0.011007705
0.001415428,0,0.093923769,0,0.011222323,0.001314326,0.046001415,0.001314326,0,0,0,0,0.005762815,0.101607522,0.374279648,0.065615206,0.095743605,0.010110201,0.021736933,0,0.094429279,0.010110201,0,0,0.003235264,0.060863411,0.001314326
0,0.019269777,0,0.015212982,0.038539554,0.114604462,0,0.023326572,0,0.004056795,0.110547667,0.072008114,0,0.056795132,0.209939148,0.030425963,0.121703854,0.00811359,0.026369168,0,0.076064909,0,0.015212982,0,0,0.04969574,0.00811359
0,0.024340771,0,0,0.086206897,0.0831643,0,0.054766734,0,0.010141988,0.10040568,0.086206897,0,0.027383367,0.304259635,0.010141988,0.106490872,0.010141988,0.024340771,0,0.037525355,0,0.003042596,0,0,0.031440162,0
0,0.036108325,0,0.018054162,0.05115346,0.080240722,0,0.054162487,0.004012036,0.018054162,0.178535607,0.054162487,0,0.047141424,0.120361083,0.025075226,0.091273821,0.004012036,0.014042126,0,0.033099298,0,0.054162487,0,0,0.076228686,0.040120361
0,0.044624746,0,0.007099391,0.078093306,0.153144016,0.007099391,0.070993915,0.003042596,0.010141988,0.275862069,0.030425963,0,0.007099391,0.132860041,0.027383367,0.050709939,0.003042596,0.020283976,0,0.047667343,0,0.003042596,0,0,0.027383367,0
0,0.014070352,0,0.003015075,0.04120603,0.139698492,0,0.139698492,0,0.003015075,0.290452261,0.034170854,0,0.017085427,0.187939698,0.020100503,0.034170854,0.003015075,0.007035176,0,0.051256281,0,0,0,0,0.014070352,0
0,0.022222222,0,0,0.054545455,0.203030303,0.006060606,0.148484848,0.022222222,0.01010101,0.154545455,0.026262626,0,0.013131313,0.183838384,0.026262626,0.045454545,0.006060606,0.035353535,0,0.029292929,0,0,0,0,0.013131313,0
0,0.022977023,0,0.016983017,0.016983017,0.055944056,0,0.06993007,0.002997003,0.002997003,0.516483516,0.062937063,0,0.006993007,0.055944056,0.00999001,0.045954046,0.006993007,0.006993007,0,0.055944056,0,0,0,0,0.042957043,0
0,0.032323232,0,0,0.064646465,0.186868687,0.003030303,0.125252525,0.006060606,0,0.27979798,0.032323232,0,0.013131313,0.128282828,0.022222222,0.051515152,0.003030303,0.016161616,0,0.022222222,0,0,0,0,0.013131313,0
0,0.029322548,0,0.029322548,0.033367037,0.132457027,0,0.029322548,0,0.015166835,0.173913043,0.100101112,0,0.025278059,0.158746208,0.011122346,0.073811931,0.011122346,0.011122346,0,0.066734075,0,0.011122346,0,0,0.04752275,0.040444894
0,0.018108652,0,0.028169014,0.043259557,0.096579477,0.011066398,0.128772636,0,0.007042254,0.324949698,0.039235412,0,0.011066398,0.067404427,0.007042254,0.078470825,0,0.014084507,0,0.039235412,0,0.032193159,0,0,0.035211268,0.018108652
0,0.014300306,0,0.009193054,0.017364658,0.159346272,0.006128703,0.191011236,0.009193054,0.003064351,0.336057201,0.017364658,0,0.003064351,0.079673136,0.012257406,0.035750766,0.003064351,0.017364658,0,0.026557712,0,0,0,0,0.056179775,0.003064351
0,0.017017017,0,0,0.109109109,0.278278278,0.012012012,0.191191191,0.046046046,0.005005005,0.15015015,0.024024024,0,0,0.058058058,0.007007007,0.007007007,0.002002002,0.06006006,0,0.024024024,0,0.002002002,0,0,0.007007007,0
0,0,0,0.009,0.009,0.116,0.013,0.217,0.274,0,0.252,0.019,0,0,0.013,0,0,0,0.016,0,0.053,0,0,0,0,0.009,0
0,0,0,0.011055276,0.015075377,0.131658291,0.029145729,0.340703518,0.011055276,0,0.297487437,0.020100503,0,0,0.023115578,0.003015075,0,0.004020101,0.019095477,0,0.038190955,0,0.009045226,0,0,0.047236181,0
0,0.020895522,0,0.017910448,0.039800995,0,0.020895522,0.109452736,0,0,0.400995025,0,0,0.008955224,0.218905473,0,0.039800995,0,0.002985075,0,0.008955224,0,0.014925373,0,0,0.067661692,0.027860696
0,0.027972028,0,0.027972028,0.073926074,0,0.006993007,0.135864136,0,0,0.288711289,0,0,0.012987013,0.282717283,0.006993007,0.051948052,0,0.012987013,0,0.004995005,0,0.001998002,0,0,0.048951049,0.014985015
0,0.032,0,0.036,0.028,0,0.004,0.208,0,0,0.392,0,0,0.008,0.168,0,0.032,0,0,0,0,0,0.048,0,0,0.032,0.012
0,0.028942116,0,0.008982036,0.067864271,0,0,0.090818363,0,0,0.26746507,0,0,0.015968064,0.372255489,0,0.064870259,0,0.012974052,0,0,0,0.002994012,0,0,0.03493014,0.031936128
0,0,0,0.018867925,0.067527309,0,0.003972195,0.092353525,0,0,0.327706058,0,0,0.010923535,0.267130089,0.010923535,0.060575968,0,0.012909633,0.001986097,0.001986097,0,0.005958292,0,0,0.082423039,0.034756703
0,0.021784232,0,0.002074689,0.01659751,0.152489627,0.002074689,0.197095436,0.01659751,0,0.237551867,0.02593361,0,0.002074689,0.082987552,0.002074689,0.054979253,0,0.021784232,0,0.02593361,0.01659751,0.0093361,0.021784232,0,0.075726141,0.014522822
0,0.012207528,0,0.018311292,0.03051882,0.138351984,0,0.295015259,0.006103764,0,0.17802645,0.033570702,0,0.003051882,0.024415056,0,0.006103764,0.012207528,0.03051882,0,0.042726348,0.012207528,0.009155646,0.051881994,0,0.092573754,0.003051882
0,0.003030303,0,0.014141414,0.036363636,0.148484848,0.03030303,0.34040404,0.008080808,0,0.168686869,0.03030303,0,0,0.003030303,0,0.004040404,0.007070707,0.049494949,0,0.038383838,0.008080808,0.014141414,0.028282828,0,0.067676768,0
0,0.002277904,0,0,0,0.06833713,0,0.428246014,0.006833713,0,0.318906606,0,0,0,0,0,0,0,0.006833713,0,0,0,0.018223235,0,0,0.150341686,0
0,0.002604167,0,0.018229167,0,0.03125,0,0.299479167,0.018229167,0,0.369791667,0,0,0,0,0,0,0,0.002604167,0,0,0,0.127604167,0,0,0.130208333,0
0.03681592,0,0.045771145,0,0.101492537,0.123383085,0.008955224,0.03681592,0,0.010945274,0.051741294,0.013930348,0.013930348,0,0.265671642,0.045771144,0.11840796,0,0.008955224,0.005970149,0.030845771,0,0,0,0.008955224,0.065671642,0.005970149
0.033,0,0.146,0.016,0.007,0.043,0.023,0.026,0,0,0.056,0,0,0.083,0.247,0.03,0.135,0.013,0.043,0.003,0.03,0,0,0.036,0,0.03,0
0,0.033,0,0.018,0.105,0.12,0,0.075,0,0,0.213,0.06,0.003,0.003,0.156,0.003,0.045,0.009,0.006,0,0.015,0,0,0.045,0,0.09,0.001
0,0.03,0,0.027,0.054,0.158,0,0.091,0.003,0,0.243,0.058,0.003,0.003,0.116,0.003,0.037,0.009,0.009,0.006,0.018,0,0.009,0.055,0,0.067,0.001
0.016,0,0.141,0.013,0.015,0.052,0.016,0.055,0,0.008,0.031,0.005,0.005,0.057,0.255,0.047,0.148,0.003,0.029,0.005,0.018,0,0,0.023,0.005,0.052,0.001
0.002982107,0.005964215,0.076540756,0.031809145,0.034791252,0.03777336,0.014910537,0.046719682,0,0,0.161033797,0.019880716,0.002982107,0.002982107,0.343936382,0.028827038,0.052683897,0,0.005964215,0.002982107,0.014910537,0,0.005964215,0.03777336,0,0.059642147,0.008946322
0.003205128,0,0.006410256,0.003205128,0.006410256,0.182692308,0.019230769,0.217948718,0,0.006410256,0.157051282,0,0,0.064102564,0.118589744,0.003205128,0.012820513,0,0.009615385,0,0.041666667,0,0.003205128,0.038461538,0,0.105769231,0
0.003,0,0.007,0.003,0.007,0.191,0.02,0.227,0,0.007,0.164,0,0,0.067,0.124,0.003,0.013,0,0.01,0,0,0,0.003,0.04,0,0.11,0.001
0.013930348,0.010945274,0.019900498,0,0.071641791,0.109452736,0.016915423,0.135323383,0,0.008955224,0.039800995,0.016915423,0,0.010945274,0.344278607,0.022885572,0.126368159,0,0.002985075,0,0.010945274,0,0,0.010945274,0,0.019900498,0.006965174
0.010978044,0.008982036,0.005988024,0,0.136726547,0.170658683,0,0.027944112,0,0.002994012,0.045908184,0.022954092,0.013972056,0.002994012,0.298403194,0.01996008,0.090818363,0,0.005988024,0.002994012,0.03992016,0,0,0.002994012,0,0.085828343,0.002994012
0.008982036,0.027944112,0,0,0.106786427,0.156686627,0,0.080838323,0,0.002994012,0.055888224,0.011976048,0.011976048,0,0.385229541,0.002994012,0.030938124,0,0,0.002994012,0.01996008,0,0,0.002994012,0.002994012,0.084830339,0.002994012
0.008910891,0.008910891,0,0.005940594,0.087128713,0.077227723,0.002970297,0.062376238,0,0,0.130693069,0.044554455,0.011881188,0,0.327722772,0.014851485,0.044554455,0,0,0.005940594,0.020792079,0,0,0.026732673,0,0.106930693,0.011881188
0.004995005,0.030969031,0,0.002997003,0.12987013,0.26973027,0.002997003,0.080919081,0,0,0.108891109,0.037962038,0.012987013,0,0.256743257,0,0.00999001,0,0.004995005,0,0.004995005,0,0,0.012987013,0.002997003,0.024975025,0
0,0.025948104,0,0.040918164,0.087824351,0.081836327,0.002994012,0.063872255,0,0,0.191616766,0.0499002,0.005988024,0.002994012,0.220558882,0.005988024,0.046906188,0,0.005988024,0.002994012,0.025948104,0.002994012,0.005988024,0.0499002,0,0.075848303,0.002994012
0,0.022954092,0,0.026946108,0.095808383,0.109780439,0,0.05988024,0,0,0.19760479,0.046906188,0.00998004,0,0.213572854,0.026946108,0.042914172,0,0.00998004,0.002994012,0.012974052,0,0,0.056886228,0,0.05988024,0.003992016
0,0.012,0,0.093,0.021,0.228,0,0.168,0,0,0.168,0.03,0,0,0.129,0,0.006,0,0.012,0,0.015,0,0.009,0.024,0,0.084,0.001
0,0.016715831,0,0.05899705,0.090462144,0.111111111,0,0.052114061,0,0,0.258603736,0.042281219,0.013765978,0.003933137,0.144542773,0.006882989,0.048180924,0,0.006882989,0.003933137,0.02359882,0,0.006882989,0.048180924,0,0.045231072,0.017699115
0.006,0,0.101,0.015,0.04,0.086,0.015,0.08,0,0.009,0.043,0.009,0.006,0.037,0.238,0.031,0.089,0,0.059,0.003,0.031,0,0.003,0.043,0.003,0.049,0.004
0.005994006,0,0.011988012,0,0.110889111,0.071928072,0.008991009,0.107892108,0,0,0.050949051,0.020979021,0.014985015,0.008991009,0.250749251,0.023976024,0.131868132,0,0.050949051,0.002997003,0.032967033,0,0,0.038961039,0,0.053946054,0
0,0,0,0.009,0.003,0.057,0,0.514,0.012,0,0.183,0,0,0,0,0,0,0,0.003,0,0,0,0.048,0,0,0.171,0
0,0,0,0.008982036,0.002994012,0.056886228,0,0.51497006,0.011976048,0,0.182634731,0,0,0,0,0,0,0,0.002994012,0,0,0,0.047904192,0,0,0.170658683,0
0,0.003,0,0,0,0.047,0,0.335,0.023,0,0.329,0.003,0,0,0,0,0,0.009,0.009,0,0,0,0.056,0,0,0.185,0.001
0,0.001998002,0,0.005994006,0,0.038961039,0,0.432567433,0.003996004,0,0.237762238,0,0,0,0,0,0,0,0.042957043,0,0,0,0.044955045,0,0,0.190809191,0
0,0.006,0,0.006,0,0.049,0,0.387,0.098,0,0.191,0,0,0,0.002,0,0,0,0,0,0.002,0.002,0.085,0.004,0,0.166,0.002
0,0,0,0.016,0,0.046,0,0.35,0.016,0,0.272,0,0,0,0,0,0,0,0,0,0,0,0.079,0,0,0.22,0.001
0,0,0,0.017982018,0.001998002,0.052947053,0,0.386613387,0.002997003,0,0.22977023,0,0,0,0,0,0,0,0,0,0,0,0.091908092,0,0,0.215784216,0
0,0,0,0.011011011,0,0.034034034,0,0.281281281,0.024024024,0,0.28028028,0,0,0,0,0,0,0,0,0,0,0,0.175175175,0,0,0.194194194,0
0,0.005,0,0.002,0,0.069,0,0.352,0.033,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0.217,0
0,0.002,0,0,0.002,0.087,0,0.399,0.023,0,0.352,0,0,0,0,0,0,0,0,0,0,0,0.011,0,0,0.123,0.001
0,0.02002002,0,0.063063063,0.049049049,0.139139139,0,0.192192192,0.01001001,0,0.22022022,0.095095095,0,0,0.054054054,0.002002002,0.005005005,0,0,0,0.029029029,0,0.024024024,0.002002002,0,0.095095095,0
0,0,0,0.004,0,0.017,0,0.39,0.013,0,0.248,0.006,0,0,0,0,0,0,0,0,0,0,0.165,0,0,0.157,0
0,0,0,0.002,0,0.029,0,0.431,0.008,0,0.245,0.002,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0.207,0
0,0,0,0.007,0,0.018,0,0.411,0.02,0,0.226,0.002,0,0,0,0,0,0,0,0,0,0,0.119,0,0,0.197,0
0,0.004995005,0,0,0,0.013986014,0,0.418581419,0.011988012,0,0.271728272,0.004995005,0,0,0,0,0,0,0.008991009,0,0.001998002,0,0.076923077,0,0,0.185814186,0
0,0,0,0.003996004,0,0.01998002,0,0.46953047,0.003996004,0,0.213786214,0,0,0,0,0,0,0,0,0,0,0,0.070929071,0,0,0.217782218,0
0,0,0,0,0,0.025,0,0.456,0.018,0,0.281,0.003,0,0,0,0,0,0,0,0,0,0,0.049,0,0,0.168,0
0,0.003,0,0.018,0,0.038,0,0.461,0.019,0,0.258,0,0,0,0,0,0,0,0,0,0,0,0.029,0,0,0.174,0
0,0,0,0.001998002,0,0.025974026,0,0.395604396,0.032967033,0,0.280719281,0.001998002,0,0,0,0,0,0,0,0,0,0,0.037962038,0,0,0.222777223,0
0.003,0.003,0.115,0.028,0.012,0.156,0.003,0.15,0,0.003,0.109,0,0,0.072,0.128,0.022,0.094,0,0.003,0,0.012,0,0,0.059,0,0.028,0
0.009,0,0.207,0.003,0.009,0.14,0.035,0.108,0,0.009,0.073,0,0.006,0.006,0.222,0.015,0.061,0,0.017,0,0.009,0,0,0.015,0,0.056,0
0,0.00712831,0,0.00305499,0.017311609,0.102851324,0.00509165,0.201629328,0.010183299,0,0.407331976,0.032586558,0,0.009164969,0.037678208,0,0.00712831,0.00203666,0.009164969,0,0.00509165,0.062118126,0.019348269,0.019348269,0,0.041751527,0
0,0.003102378,0,0.003102378,0.009307135,0.039296794,0.009307135,0.106514995,0.094105481,0.003102378,0.305067218,0.025853154,0,0.003102378,0.028955533,0,0.009307135,0,0.003102378,0,0.016546019,0.065149948,0.071354705,0.087900724,0,0.087900724,0.027921406
0,0.007021063,0,0,0.018054162,0.050150451,0,0.007021063,0.004012036,0,0.555667001,0.032096289,0,0.007021063,0.086258776,0,0.032096289,0,0.011033099,0,0.007021063,0.061183551,0.036108325,0.02106319,0,0.064192578,0
0,0.007021063,0,0,0.044132397,0.129388164,0.007021063,0.166499498,0,0,0.459378134,0.055165496,0,0,0.055165496,0.004012036,0.007021063,0.011033099,0.011033099,0,0.018054162,0,0.007021063,0,0,0.018054162,0
0,0.000999001,0,0.01998002,0.022977023,0.116883117,0.013986014,0.338661339,0.03996004,0,0.133866134,0.021978022,0,0,0.053946054,0,0,0,0.056943057,0,0.015984016,0.000999001,0.044955045,0.03996004,0,0.077922078,0
0,0.004004004,0,0.015015015,0.023023023,0.217217217,0.018018018,0.311311311,0.08008008,0,0.169169169,0.007007007,0,0,0.023023023,0,0.001001001,0,0.056056056,0,0.024024024,0.007007007,0.018018018,0,0,0.026026026,0
0,0,0,0,0,0.103413655,0.003012048,0.113453815,0,0,0.532128514,0.010040161,0,0,0,0.003012048,0.080321285,0,0.017068273,0,0.010040161,0.067269076,0.017068273,0.010040161,0,0.03313253,0
0,0.002053388,0,0,0.01026694,0.0862423,0,0.199178645,0.006160164,0,0.400410678,0.022587269,0,0.004106776,0.016427105,0,0.014373717,0.002053388,0.012320329,0,0.01026694,0.061601643,0.008213552,0.094455852,0,0.049281314,0
0,0.003036437,0,0,0.009109312,0.050607287,0.009109312,0.229757085,0.012145749,0,0.393724696,0.025303644,0,0,0.04048583,0,0.009109312,0,0.009109312,0,0.009109312,0.069838057,0.022267206,0.04757085,0,0.059716599,0
0,0,0,0,0.014084507,0.149899396,0,0.182092555,0.004024145,0,0.406438632,0.032193159,0,0.007042254,0.021126761,0,0.021126761,0,0.004024145,0,0.004024145,0.078470825,0.011066398,0.021126761,0,0.043259557,0
0,0,0,0,0,0.038076152,0,0.041082164,0,0,0.576152305,0,0,0,0.003006012,0.009018036,0.016032064,0,0,0,0.056112224,0.038076152,0.184368737,0,0,0.038076152,0
0,0,0,0,0,0.03,0,0.022,0.003,0,0.561,0.011,0,0,0.006,0.019,0.028,0,0,0,0.058,0.036,0.171,0,0,0.055,0
0,0,0,0,0,0.044670051,0,0.031472081,0.003045685,0,0.616243655,0.009137056,0,0,0.003045685,0.003045685,0.022335025,0,0.003045685,0,0.047715736,0.028426396,0.137055838,0,0,0.050761421,0
0,0.027245207,0,0.014127144,0.02926337,0.09889001,0.002018163,0.152371342,0.016145308,0.002018163,0.264379415,0.061553986,0,0.00605449,0.02926337,0.004036327,0.016145308,0.004036327,0.012108981,0,0.014127144,0.070635721,0.037336024,0.059535822,0,0.072653885,0.00605449
0,0.010040161,0,0,0.017068273,0.083333333,0,0.138554217,0.007028112,0,0.485943775,0.03815261,0,0.007028112,0.021084337,0.007028112,0.007028112,0,0.010040161,0,0.014056225,0.052208835,0.02811245,0.007028112,0,0.06626506,0
0,0.003988036,0,0.003988036,0.020937188,0.052841476,0.003988036,0.052841476,0.003988036,0,0.588235294,0.020937188,0,0.003988036,0.052841476,0.003988036,0.006979063,0,0,0,0.017946162,0.080757727,0.024925224,0.017946162,0,0.03888335,0
0,0.018200202,0,0.012133468,0.05156724,0.085945399,0.003033367,0.131445905,0.021233569,0.003033367,0.403437816,0.036400404,0,0,0.048533873,0.006066734,0.012133468,0,0.006066734,0,0.009100101,0.069767442,0.027300303,0.015166835,0,0.039433771,0
0,0.028340081,0,0.020242915,0.065789474,0.122469636,0.006072874,0.156882591,0.017206478,0.003036437,0.351214575,0.025303644,0,0,0.056680162,0,0.006072874,0,0.006072874,0,0.01417004,0.05465587,0.01417004,0.011133603,0,0.037449393,0.003036437
0,0.016080402,0,0.028140704,0.030150754,0.114572864,0,0.170854271,0.006030151,0,0.238190955,0.03718593,0,0.006030151,0.073366834,0.008040201,0.04321608,0,0.024120603,0,0.018090452,0.045226131,0.004020101,0.03718593,0,0.093467337,0.006030151
0,0.014014014,0,0.018018018,0.03003003,0.069069069,0.004004004,0.239239239,0.118118118,0,0.209209209,0.041041041,0,0.004004004,0.049049049,0,0.016016016,0.004004004,0.02002002,0,0.016016016,0.037037037,0.026026026,0.032032032,0,0.051051051,0.002002002
0,0,0,0,0,0.083838384,0,0.260606061,0,0,0.439393939,0.011111111,0,0,0.014141414,0.017171717,0.050505051,0,0.014141414,0,0.011111111,0.055555556,0.006060606,0.008080808,0,0.028282828,0
0,0,0,0,0,0.078078078,0.009009009,0.224224224,0,0,0.484484484,0.009009009,0,0,0.009009009,0,0.05005005,0,0.016016016,0,0.006006006,0.068068068,0,0.006006006,0,0.04004004,0
0,0.035140562,0,0.014056225,0.024096386,0.136546185,0.017068273,0.108433735,0,0.010040161,0.41064257,0.031124498,0,0.011044177,0.046184739,0.010040161,0.045180723,0,0.031124498,0,0.0562249,0,0.010040161,0,0,0.003012048,0
0,0,0,0.006006006,0.003003003,0.104104104,0.034034034,0.177177177,0.009009009,0,0.439439439,0.024024024,0,0.003003003,0.067067067,0.015015015,0.018018018,0.006006006,0.006006006,0,0.009009009,0.037037037,0.015015015,0,0,0.027027027,0
0,0.02970297,0,0,0.069306931,0.257425743,0.02970297,0.059405941,0,0,0.247524752,0.01980198,0,0.00990099,0.099009901,0.00990099,0.059405941,0.00990099,0.02970297,0,0.03960396,0.01980198,0,0,0,0.00990099,0
0,0,0,0,0.021189477,0.202784318,0,0.057017095,0.296243218,0,0.358071451,0,0,0,0,0,0,0,0,0.000102365,0,0.000818917,0.027331354,0,0,0.036441806,0
0,0,0,0,0.00020145,0.136885576,0,0.002215955,0.793714746,0,0.066982272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.020607157,0,0.030960997,0.896964214,0,0.041214314,0,0,0,0,0,0,0,0,0,0,0,0.005126659,0,0,0.005126659,0
0,0,0,0,0.000305126,0.077298617,0.002441009,0.041598861,0.694060212,0,0.117982099,0,0,0,0,0,0,0.001017087,0,0.00396664,0,0,0.039564687,0,0,0.021765663,0
0,0,0,0,0.005539598,0.162802626,0,0.005744768,0.618998769,0,0.206606483,0,0,0,0,0,0,0,0,0,0.000307755,0,0,0,0,0,0
0,0,0.005195345,0,0.066292602,0.382481297,0.011637573,0.190773067,0.014443059,0.000831255,0.28283458,0.002909393,0.000103907,0,0.005195345,0.000935162,0.005195345,0,0.009663342,0,0.005195345,0.001142976,0.005818786,0,0,0.009351621,0
0,0,0,0,0.05212577,0.288101953,0.003342735,0.180612138,0.05661757,0.000835684,0.32800585,0,0,0,0.005849786,0.000835684,0.001671367,0,0.003447195,0,0.00459626,0.000731223,0.043246631,0.001671367,0,0.028308785,0
0,0,0,0,0.010389081,0.123752292,0.002240782,0.039417397,0.379201467,0,0.353534325,0,0,0,0,0,0,0,0,0,0.001120391,0.000407415,0.057038093,0,0,0.032898757,0
0,0,0,0,0.005981953,0.096522356,0,0.067018149,0.466186759,0,0.231471155,0,0,0,0,0,0,0,0,0,0,0.000304167,0.07421677,0,0,0.058298692,0
0,0,0,0,0.008259407,0.068828388,0,0.037422249,0.564698685,0,0.241868053,0,0,0,0,0,0,0,0,0,0,0,0.037422249,0,0,0.041500969,0
0,0,0,0,0.000500651,0.07669971,0,0.106137979,0.646440372,0,0.109442275,0,0,0,0,0,0,0,0,0,0.00020026,0.00010013,0.026033844,0,0,0.034444778,0
0,0,0,0,0.000100422,0.062663185,0,0.03344045,0.820245029,0,0.076019281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007531633,0
0,0,0,0,0.003623918,0.133078317,0,0.019830884,0.746124421,0,0.077712905,0,0,0,0,0,0,0,0,0,0,0.000301993,0.009663781,0,0,0.009663781,0
0,0,0,0,0.004590506,0.267814293,0,0.009181012,0.481377152,0,0.234741784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002295253,0
0,0,0,0,0.000603379,0.057522124,0,0.024637973,0.858708769,0,0.058527755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.036310893,0,0.019205762,0.905871762,0,0.029608883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009002701,0
0,0,0,0,0.001210165,0.108814038,0,0.006050827,0.794372731,0,0.083098023,0,0,0,0,0,0,0,0,0.000403388,0,0,0.006050827,0,0,0,0
0,0,0,0,0,0.047561099,0,0.000304229,0.90021296,0,0.032653889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019267823,0
0,0,0.001577453,0,0.032390367,0.389946367,0.079293301,0.136922915,0.002523925,0.001261962,0.171206226,0,0.001367126,0,0.045430645,0.003891051,0.020086234,0,0.018088127,0.006309812,0.01430224,0,0.005047849,0.005047849,0,0.065306552,0
0,0,0,0,0.055639098,0.149373434,0.001704261,0.123809524,0.098746867,0,0.438496241,0.003308271,0,0,0.001704261,0,0,0,0.000802005,0,0.001704261,0.000802005,0.078696742,0,0,0.045213033,0
0,0,0,0,0.083197556,0.284623218,0,0.086965377,0.053564155,0,0.423828921,0.001629328,0,0,0.003360489,0,0,0,0.006008147,0.001629328,0,0,0.036761711,0,0,0.018431772,0
0,0,0,0,0.083733279,0.275707138,0,0.124783008,0.039824364,0,0.396711937,0,0,0,0.001838048,0,0,0.003471868,0.005514143,0.001735934,0.00081691,0,0.027774941,0.003471868,0,0.034616563,0
0,0,0,0,0.065575427,0.17409316,0,0.135798727,0.131251895,0,0.435687582,0,0,0,0,0,0,0,0,0,0,0,0.032231989,0,0,0.025361221,0
0,0,0,0,0.037616611,0.172635169,0,0.085966496,0.202628147,0,0.403651319,0,0,0,0,0,0,0,0,0,0,0.000802488,0.049152372,0,0,0.047547397,0
0,0,0,0,0.032954888,0.15844469,0,0.062393248,0.291268964,0,0.378076962,0,0,0,0,0,0,0,0,0,0,0,0.04481061,0,0,0.032050638,0
0,0,0,0,0.036161475,0.162075528,0,0.038565561,0.337774216,0,0.372332966,0,0,0,0,0,0,0,0,0,0,0,0.019332866,0,0,0.033757388,0
0.003846154,0,0,0.003846154,0.023076923,0.003846154,0.005769231,0.001923077,0,0.001923077,0.001923077,0.003846154,0.011538462,0.107692308,0.478846154,0.025,0.038461538,0.032692308,0.011538462,0.001923077,0.036538462,0.038461538,0,0.019230769,0,0.142307692,0.005769231
