"","Hidden neurons","MSE","MAE","RMSE","RAE","accuracy","precision"
"86","12,13","0.48","0.75","1.01","0.16","99.25","88.96"
"87","12,14","0.5","0.87","1.17","0.18","99.76","88.31"
"88","12,15","0.38","0.79","1.09","0.17","98.83","88.31"
"89","13,5","0.46","0.75","1","0.16","99.42","90.26"
"90","13,6","0.45","0.75","1.05","0.16","99.77","90.26"
"91","13,7","0.57","0.79","1.08","0.17","99.2","87.66"
"92","13,8","0.35","0.77","1.12","0.16","99.5","91.56"
"93","13,9","0.53","0.8","1.13","0.17","99.39","87.01"
"94","13,10","0.35","0.76","1.08","0.16","99.68","88.31"
"95","13,11","0.47","0.78","1.11","0.17","99","86.36"
"96","13,12","0.38","0.76","1.04","0.16","99.59","88.96"
"97","13,13","0.26","0.8","1.17","0.17","99.56","87.01"
"98","13,14","0.55","0.71","0.99","0.15","99.37","92.21"
"99","13,15","0.69","0.81","1.06","0.17","99.46","89.61"
"100","14,5","0.29","0.78","1.06","0.16","99.74","90.91"
"101","14,6","0.42","0.84","1.18","0.18","99.4","90.26"
"102","14,7","0.33","0.78","1.09","0.17","99.4","87.01"
"103","14,8","0.57","0.76","1.08","0.16","99.39","91.56"
"104","14,9","0.4","0.76","1.07","0.16","99.19","89.61"
"105","14,10","0.51","0.82","1.2","0.17","99.59","88.96"
"106","14,11","0.46","0.75","1.05","0.16","99.59","90.91"
"107","14,12","0.25","0.77","1.03","0.16","98.93","87.01"
"108","14,13","0.51","0.74","1.05","0.16","99.61","90.91"
"109","14,14","0.49","0.74","1.04","0.16","99.37","88.31"
"110","14,15","0.38","0.74","1.07","0.16","99.97","91.56"
"111","15,5","0.37","0.72","1","0.15","99.1","90.91"
"112","15,6","0.47","0.82","1.09","0.17","99.42","85.06"
"113","15,7","0.46","0.71","0.95","0.15","99.9","92.21"
"114","15,8","0.34","0.73","0.99","0.15","99.91","87.66"
"115","15,9","0.3","0.77","1.09","0.16","99.52","89.61"
"116","15,10","0.52","0.85","1.15","0.18","99.23","88.96"
"117","15,11","0.35","0.78","1.13","0.16","99.36","87.66"
"118","15,12","0.44","0.81","1.16","0.17","99.83","86.36"
"119","15,13","0.24","0.78","1.22","0.17","99.61","87.66"
"120","15,14","0.53","0.76","1.03","0.16","99.37","90.91"
"121","15,15","0.38","0.77","1.04","0.16","99.74","89.61"
