"","Hidden neurons","MSE","MAE","RMSE","RAE","accuracy","precision"
"31","7,13","2.98","1.5","1.97","0.26","97.39","66.23"
"32","7,14","0.7","0.92","1.35","0.16","98.62","79.87"
"33","7,15","0.87","0.93","1.39","0.16","98.09","79.87"
"34","8,5","0.81","0.86","1.3","0.15","99.68","84.42"
"35","8,6","0.88","0.96","1.42","0.17","98.39","79.87"
"36","8,7","0.77","1.04","1.52","0.18","98.89","75.97"
"37","8,8","0.94","0.94","1.39","0.17","98.66","79.87"
"38","8,9","0.98","1","1.48","0.18","98.25","79.22"
"39","8,10","1.03","0.95","1.41","0.17","98.53","83.12"
"40","8,11","0.64","0.98","1.49","0.17","99.06","77.92"
"41","8,12","0.85","1.1","1.63","0.19","97.99","76.62"
"42","8,13","1.25","0.99","1.42","0.18","98.43","79.87"
"43","8,14","0.92","0.9","1.37","0.16","98.36","81.82"
"44","8,15","0.83","0.98","1.41","0.17","98.52","80.52"
"45","9,5","0.77","0.96","1.53","0.17","98.81","82.47"
"46","9,6","0.88","0.93","1.37","0.16","98.52","81.82"
"47","9,7","0.83","0.86","1.36","0.15","99.18","83.77"
"48","9,8","0.73","0.97","1.46","0.17","98.35","87.01"
"49","9,9","0.81","0.89","1.29","0.16","98.89","83.77"
"50","9,10","0.71","0.92","1.35","0.16","99.07","82.47"
"51","9,11","2.97","1.51","1.99","0.27","97.27","65.58"
"52","9,12","0.66","0.95","1.48","0.17","98.25","83.12"
"53","9,13","0.7","0.93","1.42","0.16","97.82","79.22"
"54","9,14","0.89","0.96","1.38","0.17","98.72","79.87"
"55","9,15","0.78","0.95","1.5","0.17","98.21","84.42"
"56","10,5","0.75","0.98","1.48","0.17","99.01","78.57"
"57","10,6","0.75","0.88","1.25","0.16","98.7","81.17"
"58","10,7","0.74","0.91","1.43","0.16","98.97","85.06"
"59","10,8","0.55","1.04","1.66","0.18","98.49","77.27"
"60","10,9","0.54","0.96","1.45","0.17","98.35","80.52"
"61","10,10","0.56","0.92","1.31","0.16","98.67","83.77"
"62","10,11","0.7","1","1.55","0.18","98.69","77.27"
"63","10,12","2.96","1.49","1.97","0.26","97.43","66.23"
"64","10,13","0.74","0.96","1.4","0.17","98.42","81.17"
"65","10,14","0.67","1.01","1.54","0.18","99.38","81.82"
"66","10,15","2.99","1.5","1.98","0.27","97.34","66.88"
"67","11,5","0.8","0.94","1.36","0.17","98.43","81.82"
"68","11,6","0.83","0.89","1.37","0.16","98.46","79.87"
"69","11,7","0.6","0.99","1.73","0.18","99.37","81.82"
"70","11,8","0.54","0.95","1.49","0.17","99.54","81.17"
"71","11,9","0.47","0.94","1.59","0.17","98.87","83.12"
"72","11,10","0.53","0.93","1.32","0.16","98.03","81.82"
"73","11,11","0.79","0.89","1.36","0.16","98.5","79.22"
"74","11,12","0.74","0.94","1.33","0.17","98.48","81.17"
"75","11,13","0.5","0.89","1.42","0.16","98.29","83.12"
"76","11,14","0.63","0.93","1.52","0.16","98.59","83.77"
"77","11,15","0.81","0.92","1.33","0.16","99.07","82.47"
"78","12,5","0.62","0.89","1.34","0.16","97.57","79.22"
"79","12,6","0.8","0.94","1.39","0.17","98.09","79.22"
"80","12,7","0.74","0.95","1.47","0.17","98.75","80.52"
"81","12,8","0.64","0.95","1.55","0.17","98.57","83.12"
"82","12,9","0.56","1.13","2.51","0.2","98.86","81.82"
"83","12,10","0.91","0.92","1.35","0.16","98.38","82.47"
"84","12,11","0.41","0.95","1.4","0.17","98.05","78.57"
"85","12,12","0.65","0.86","1.43","0.15","98.97","83.77"
"86","12,13","0.67","0.89","1.33","0.16","99.14","80.52"
"87","12,14","2.98","1.47","1.95","0.26","97.57","66.88"
"88","12,15","0.54","0.96","1.5","0.17","97.8","80.52"
"89","13,5","0.53","0.86","1.48","0.15","99.1","81.82"
"90","13,6","0.62","0.89","1.33","0.16","98.15","81.17"
"91","13,7","0.58","0.95","1.38","0.17","98.87","79.87"
"92","13,8","0.74","0.95","1.37","0.17","98.58","81.82"
"93","13,9","0.61","0.8","1.31","0.14","98.47","86.36"
"94","13,10","0.55","0.85","1.26","0.15","98.92","84.42"
"95","13,11","0.52","0.91","1.38","0.16","98.59","84.42"
"96","13,12","0.85","0.91","1.35","0.16","98.5","81.17"
"97","13,13","0.53","0.96","1.57","0.17","98.82","79.87"
"98","13,14","0.53","0.9","1.39","0.16","98.39","81.17"
"99","13,15","0.42","0.99","1.65","0.18","98.38","79.87"
"100","14,5","0.57","0.93","1.52","0.16","99.44","82.47"
"101","14,6","0.56","0.96","1.56","0.17","99.78","81.17"
"102","14,7","0.47","0.85","1.38","0.15","98.97","84.42"
"103","14,8","0.34","0.92","1.39","0.16","98.83","83.77"
"104","14,9","0.67","0.86","1.27","0.15","98","83.77"
"105","14,10","0.56","0.89","1.28","0.16","98.21","81.82"
"106","14,11","0.27","0.99","1.53","0.18","98.52","81.82"
"107","14,12","0.47","1.04","1.66","0.18","99.15","75.32"
"108","14,13","0.65","0.92","1.43","0.16","99.33","80.52"
"109","14,14","0.55","0.87","1.36","0.15","98.79","79.22"
"110","14,15","0.5","0.99","1.83","0.18","98.22","83.12"
"111","15,5","0.52","0.86","1.37","0.15","98.14","84.42"
"112","15,6","0.44","0.89","1.33","0.16","97.64","80.52"
"113","15,7","0.57","0.83","1.3","0.15","98.6","85.71"
"114","15,8","0.38","0.92","1.37","0.16","98.68","77.27"
"115","15,9","0.55","0.91","1.5","0.16","98.67","85.06"
"116","15,10","0.6","0.83","1.27","0.15","98.87","85.71"
"117","15,11","2.95","1.46","1.94","0.26","97.56","66.88"
"118","15,12","0.48","0.93","1.51","0.16","98.5","79.87"
"119","15,13","0.31","1.19","3.43","0.21","98.17","85.06"
"120","15,14","0.58","0.76","1.21","0.13","98.71","85.06"
"121","15,15","0.34","1.05","1.61","0.19","98.98","77.92"
