"","Hidden neurons","MSE","MAE","RMSE","RAE","accuracy","precision"
"42","8,13","0.54","0.93","1.78","0.24","99.14","85.71"
"43","8,14","0.59","0.85","1.28","0.22","99.96","88.31"
"44","8,15","0.73","0.8","1.22","0.21","98.71","87.01"
"45","9,5","0.8","0.76","1.14","0.2","99.84","88.31"
"46","9,6","0.54","0.75","1.11","0.19","99.67","86.36"
"47","9,7","0.98","0.81","1.11","0.21","99.94","85.71"
"48","9,8","0.97","0.74","1.08","0.19","99.4","88.96"
"49","9,9","0.94","0.74","1.02","0.19","99.42","88.31"
"50","9,10","0.65","0.87","1.38","0.23","99.85","83.77"
"51","9,11","1.03","0.76","1.05","0.2","99.07","87.01"
"52","9,12","0.81","0.74","1.02","0.19","99.59","89.61"
"53","9,13","0.53","1","1.62","0.26","99.06","83.12"
"54","9,14","0.53","0.85","1.22","0.22","99.23","87.01"
"55","9,15","0.68","0.84","1.27","0.22","99.78","86.36"
"56","10,5","0.86","0.8","1.11","0.21","99.12","85.06"
"57","10,6","0.63","0.78","1.04","0.2","99.64","85.71"
"58","10,7","0.8","0.74","1.02","0.19","99.26","90.26"
"59","10,8","1.09","0.77","1.01","0.2","99.78","87.01"
"60","10,9","0.68","0.82","1.16","0.21","98.91","86.36"
"61","10,10","1.21","0.79","1.08","0.21","99.82","84.42"
"62","10,11","0.78","0.7","0.98","0.18","99.3","88.31"
"63","10,12","0.97","0.9","1.21","0.23","99.99","82.47"
"64","10,13","0.65","0.83","1.15","0.22","99.46","84.42"
"65","10,14","0.89","0.85","1.17","0.22","99.18","84.42"
"66","10,15","0.64","0.76","1.06","0.2","99.16","87.66"
"67","11,5","0.64","0.91","1.34","0.24","98.89","81.82"
"68","11,6","0.51","0.89","1.32","0.23","99.54","83.12"
"69","11,7","0.76","0.77","1.1","0.2","99.56","87.66"
"70","11,8","0.8","0.73","0.97","0.19","99.21","88.31"
"71","11,9","0.48","0.8","1.16","0.21","99.89","84.42"
"72","11,10","0.75","0.79","1.11","0.21","99.8","83.77"
"73","11,11","0.55","0.71","0.93","0.18","99.84","91.56"
"74","11,12","0.98","0.74","1.01","0.19","99.54","88.96"
"75","11,13","0.71","0.77","1.09","0.2","99.77","87.66"
"76","11,14","0.58","0.95","1.62","0.25","99.47","85.71"
"77","11,15","0.87","0.75","1","0.2","99.91","88.96"
"78","12,5","0.55","0.77","1.11","0.2","99.4","83.12"
"79","12,6","0.88","0.71","1.02","0.19","99.51","88.31"
"80","12,7","0.47","0.9","1.22","0.23","99.78","81.17"
"81","12,8","0.83","0.69","0.95","0.18","99.49","92.86"
"82","12,9","0.72","0.77","1.08","0.2","98.7","87.66"
"83","12,10","0.9","0.75","1.02","0.2","99.78","87.01"
"84","12,11","0.39","0.98","1.42","0.25","99.95","80.52"
"85","12,12","0.57","0.8","1.14","0.21","99.29","83.77"
"86","12,13","0.62","0.79","1.1","0.21","98.92","88.96"
"87","12,14","0.46","0.75","1.1","0.2","99.07","86.36"
"88","12,15","0.73","0.82","1.19","0.21","99.99","84.42"
"89","13,5","0.31","0.85","1.29","0.22","99.55","87.01"
"90","13,6","0.67","0.76","1","0.2","99.8","90.26"
"91","13,7","0.64","0.77","1.2","0.2","99.09","87.66"
"92","13,8","0.65","0.72","1.03","0.19","99.82","89.61"
"93","13,9","0.27","0.96","1.41","0.25","99.09","80.52"
"94","13,10","0.51","0.82","1.21","0.21","99.07","87.01"
"95","13,11","0.41","0.76","1.03","0.2","99.03","87.66"
"96","13,12","0.52","0.87","1.3","0.23","98.47","85.06"
"97","13,13","0.62","0.7","0.93","0.18","99.31","89.61"
"98","13,14","0.25","0.95","1.47","0.25","99.44","82.47"
"99","13,15","0.5","0.8","1.15","0.21","99.97","84.42"
"100","14,5","0.52","0.69","0.92","0.18","98.95","90.26"
"101","14,6","0.58","0.79","1.1","0.21","99.43","87.66"
"102","14,7","0.44","0.81","1.23","0.21","99.47","88.31"
"103","14,8","0.41","0.95","1.4","0.25","99.86","80.52"
"104","14,9","0.61","0.83","1.19","0.22","99.54","87.01"
"105","14,10","0.43","0.83","1.27","0.22","99.69","83.12"
"106","14,11","0.46","0.81","1.23","0.21","99.87","87.66"
"107","14,12","0.59","0.82","1.24","0.21","99.11","87.66"
"108","14,13","0.65","0.76","1.09","0.2","99.51","87.66"
"109","14,14","0.52","0.9","1.28","0.23","99.94","83.12"
"110","14,15","0.55","0.75","1.15","0.19","99.45","87.01"
"111","15,5","0.54","0.82","1.14","0.21","99.9","85.71"
"112","15,6","0.51","0.81","1.13","0.21","99.61","87.66"
"113","15,7","0.35","0.74","1.07","0.19","99.79","90.26"
"114","15,8","0.69","0.77","1.01","0.2","99.14","87.66"
"115","15,9","0.53","0.71","0.97","0.18","99.52","89.61"
"116","15,10","0.74","0.73","0.99","0.19","99.91","87.01"
"117","15,11","0.56","0.77","1.08","0.2","99.71","87.01"
"118","15,12","0.58","0.71","0.97","0.19","99.67","88.31"
"119","15,13","0.56","0.74","1","0.19","99.97","88.96"
"120","15,14","0.3","0.81","1.16","0.21","99.49","81.82"
"121","15,15","0.51","0.76","1.02","0.2","99.84","88.31"
