"","Hidden neurons","MSE","MAE","RMSE","RAE","accuracy","precision"
"91","13,7","0.62","0.95","1.32","0.17","97.83","77.27"
"92","13,8","0.65","0.87","1.2","0.16","98.87","83.12"
"93","13,9","0.46","0.94","1.33","0.17","97.57","81.17"
"94","13,10","0.38","0.92","1.31","0.17","98.31","79.87"
"95","13,11","0.33","0.88","1.18","0.16","98.72","85.06"
"96","13,12","0.49","0.97","1.34","0.18","98.48","74.68"
"97","13,13","0.53","0.95","1.28","0.17","98.31","78.57"
"98","13,14","0.55","0.89","1.31","0.16","98.79","83.77"
"99","13,15","0.55","0.9","1.24","0.16","98.14","81.17"
"100","14,5","0.42","0.88","1.29","0.16","98.87","81.17"
"101","14,6","0.59","0.93","1.25","0.17","99.42","83.12"
"102","14,7","0.53","0.85","1.12","0.15","98.43","83.12"
"103","14,8","0.34","0.97","1.36","0.18","98.45","81.17"
"104","14,9","0.61","0.88","1.18","0.16","99.15","79.87"
"105","14,10","0.76","0.82","1.15","0.15","98.84","83.12"
"106","14,11","0.38","0.87","1.23","0.16","98.73","82.47"
"107","14,12","0.47","0.93","1.25","0.17","99","82.47"
"108","14,13","0.56","0.87","1.22","0.16","98.94","79.87"
"109","14,14","0.49","0.91","1.3","0.17","99.12","80.52"
"110","14,15","0.56","0.86","1.17","0.16","98.32","83.12"
"111","15,5","0.45","0.87","1.24","0.16","99.83","79.87"
"112","15,6","0.39","0.9","1.29","0.16","99.45","82.47"
"113","15,7","0.41","0.84","1.17","0.15","98.5","81.17"
"114","15,8","0.38","0.96","1.31","0.17","98.43","77.27"
"115","15,9","0.55","0.79","1.11","0.14","99.1","87.01"
"116","15,10","0.55","0.88","1.17","0.16","98.59","81.82"
"117","15,11","0.32","0.9","1.24","0.16","98.83","81.17"
"118","15,12","0.61","0.9","1.25","0.16","98.87","83.12"
"119","15,13","0.68","0.95","1.29","0.17","98.57","79.22"
"120","15,14","0.39","0.97","1.39","0.18","99.22","79.87"
"121","15,15","0.35","0.85","1.17","0.15","99.33","81.82"
