"","Hidden neurons","MSE","MAE","RMSE","RAE","accuracy","precision"
"56","10,5","0.45","0.92","1.26","0.2","98.94","83.12"
"57","10,6","0.5","0.73","1.06","0.16","99.19","92.21"
"58","10,7","0.83","0.85","1.16","0.18","98.91","88.96"
"59","10,8","0.77","0.8","1.09","0.17","99.15","88.31"
"60","10,9","0.77","0.85","1.11","0.18","99.4","87.01"
"61","10,10","0.47","0.8","1.08","0.17","98.98","90.26"
"62","10,11","0.39","0.82","1.25","0.17","99.12","89.61"
"63","10,12","0.34","0.87","1.59","0.19","99.89","87.01"
"64","10,13","0.58","0.78","1.04","0.17","99.51","90.26"
"65","10,14","0.68","0.82","1.08","0.17","99.27","87.01"
"66","10,15","0.58","0.87","1.44","0.19","99.74","85.06"
"67","11,5","0.49","0.8","1.18","0.17","99.05","87.66"
"68","11,6","0.44","0.74","0.97","0.16","99.52","90.26"
"69","11,7","0.39","0.81","1.36","0.17","99.98","90.26"
"70","11,8","0.75","0.83","1.12","0.18","99.41","89.61"
"71","11,9","0.52","0.77","1.06","0.16","99.2","87.01"
"72","11,10","0.52","0.7","0.92","0.15","99","92.86"
"73","11,11","0.4","0.9","1.52","0.19","99.24","84.42"
"74","11,12","0.46","0.74","0.98","0.16","99.42","90.26"
"75","11,13","0.55","0.76","1.05","0.16","99.21","88.96"
"76","11,14","0.67","0.77","1.05","0.16","99.08","90.26"
"77","11,15","0.56","0.78","1.01","0.17","98.9","90.26"
"78","12,5","0.6","0.74","1.01","0.16","99.19","87.66"
"79","12,6","0.59","0.73","0.94","0.16","98.84","92.21"
"80","12,7","0.65","0.81","1.08","0.17","99.36","89.61"
"81","12,8","0.59","0.78","1.02","0.17","99.06","90.26"
"82","12,9","0.42","0.72","0.92","0.15","99.2","92.86"
"83","12,10","0.62","0.76","1.04","0.16","99.08","88.96"
"84","12,11","0.63","0.82","1.13","0.18","99.17","90.91"
"85","12,12","0.51","0.76","1","0.16","98.98","89.61"
"86","12,13","0.65","0.74","1","0.16","99.57","88.96"
"87","12,14","0.62","0.77","1.03","0.16","99.15","90.26"
"88","12,15","0.89","0.85","1.15","0.18","99.57","87.66"
"89","13,5","0.55","0.74","0.99","0.16","99.45","90.91"
"90","13,6","0.49","0.76","1.04","0.16","99.18","87.66"
"91","13,7","0.5","0.77","1.02","0.16","99.08","89.61"
"92","13,8","0.74","0.82","1.09","0.18","99.24","87.01"
"93","13,9","0.39","0.74","1.26","0.16","99.48","90.26"
"94","13,10","0.36","0.9","1.5","0.19","99.56","87.01"
"95","13,11","0.45","0.85","1.32","0.18","99.81","87.01"
"96","13,12","0.56","0.76","0.99","0.16","99.38","90.26"
"97","13,13","0.55","0.81","1.18","0.17","99.63","87.66"
"98","13,14","0.44","0.75","1.08","0.16","99.45","88.96"
"99","13,15","0.53","0.73","0.98","0.16","99.47","88.96"
"100","14,5","0.31","0.78","1.18","0.17","99.83","87.66"
"101","14,6","0.43","0.7","0.95","0.15","98.65","91.56"
"102","14,7","0.46","0.75","0.97","0.16","98.8","90.91"
"103","14,8","0.43","0.76","1.06","0.16","98.79","90.91"
"104","14,9","0.28","0.85","1.26","0.18","99.6","86.36"
"105","14,10","0.35","0.75","1.09","0.16","99.26","88.96"
"106","14,11","0.45","0.79","1.06","0.17","99.18","88.31"
"107","14,12","0.54","0.81","1.06","0.17","99.16","88.31"
"108","14,13","0.48","0.73","0.93","0.16","98.88","90.26"
"109","14,14","0.25","0.76","1.06","0.16","99.16","87.01"
"110","14,15","2.49","1.21","1.67","0.26","98.87","77.92"
"111","15,5","0.28","0.76","1","0.16","99.7","91.56"
"112","15,6","0.52","0.75","1.09","0.16","99.75","91.56"
"113","15,7","0.31","0.79","1.09","0.17","98.78","87.66"
"114","15,8","0.58","0.8","1.09","0.17","99.36","90.91"
"115","15,9","0.31","0.78","1.13","0.17","99.8","87.66"
"116","15,10","0.28","0.69","0.93","0.15","99.19","92.21"
"117","15,11","0.3","0.7","0.94","0.15","99.53","91.56"
"118","15,12","0.46","0.77","1.01","0.16","99.08","91.56"
"119","15,13","2.48","1.21","1.67","0.26","98.91","77.92"
"120","15,14","0.28","0.8","1.11","0.17","98.61","87.01"
"121","15,15","2.5","1.22","1.67","0.26","98.88","77.92"
